date,execution_budget,K,M,S,selected,status,reliable,objective_yuan,lower_bound_yuan,gap,requested_gap,seconds,continuous_before,binary_before,constraints_before,continuous_after,binary_after,constraints_after,solver,version,audit_file
2025-04-07,original,3,26,26,True,certified_by_feasible_policy_and_global_lp_lower_bound,True,113903.62325344155,110699.96158427537,0.028940043188066002,0.029999999999999999,5.6820189999998547,180930,89856,381758,171572,80290,339552,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-04-07.json
2025-04-08,original,2,27,27,False,certified_by_feasible_policy_and_global_lp_lower_bound,True,74282.03493623127,72336.903613408736,0.026889889194289127,0.029999999999999999,3.6460545000009006,125199,62208,264249,118510,55303,235684,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-04-08.json
2025-04-08,original,3,26,26,True,certified_by_feasible_policy_and_global_lp_lower_bound,True,112221.73028404107,109218.2869126591,0.027499455048070859,0.029999999999999999,5.9012703000007605,180930,89856,381758,171276,79994,338466,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-04-08.json
2025-04-09,original,2,27,27,False,certified_by_feasible_policy_and_global_lp_lower_bound,True,73670.897461380024,71782.870989104325,0.026301908049376786,0.029999999999999999,3.2682764000019233,125199,62208,264249,118382,55148,235165,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-04-09.json
2025-04-09,original,3,26,26,True,certified_by_feasible_policy_and_global_lp_lower_bound,True,87497.339894240315,84988.117376624883,0.029524392292346126,0.029999999999999999,6.0533047999997507,180930,89856,381758,168768,77102,328489,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-04-09.json
2025-04-10,original,2,27,27,False,certified_by_feasible_policy_and_global_lp_lower_bound,True,49733.674483498799,48306.662484099426,0.029540687060901506,0.029999999999999999,3.8541565999985323,125199,62208,264249,116046,52520,225964,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-04-10.json
2025-04-10,original,3,26,26,True,certified_by_feasible_policy_and_global_lp_lower_bound,True,63786.457379336935,62004.999937413399,0.028730867570707256,0.029999999999999999,5.3229301999999734,180930,89856,381758,166568,74720,319964,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-04-10.json
2025-04-11,original,2,27,27,False,certified_by_feasible_policy_and_global_lp_lower_bound,True,27848.945366335014,27052.056567420659,0.029457605078131634,0.029999999999999999,3.8000446000005468,125199,62208,264249,113821,49992,217786,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-04-11.json
2025-04-11,original,3,26,26,True,certified_by_feasible_policy_and_global_lp_lower_bound,True,66173.072037727281,64358.422909005749,0.028195985027277701,0.029999999999999999,5.4325552999980573,180930,89856,381758,166778,74862,321244,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-04-11.json
2025-04-12,original,2,27,27,False,certified_by_feasible_policy_and_global_lp_lower_bound,True,51529.652598279848,50312.157614930482,0.024198822731229211,0.029999999999999999,3.5917260000023816,125199,62208,264249,116136,52599,226899,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-04-12.json
2025-04-12,original,3,26,26,True,certified_by_feasible_policy_and_global_lp_lower_bound,True,88991.076515566543,86493.253330743828,0.028878821048287123,0.029999999999999999,6.0259691999999632,180930,89856,381758,169004,77402,330050,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-04-12.json
2025-04-13,original,2,27,27,False,certified_by_feasible_policy_and_global_lp_lower_bound,True,71971.772531308248,70171.247578394352,0.025659012986798829,0.029999999999999999,3.8944429999974091,125199,62208,264249,118422,55188,235318,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-04-13.json
2025-04-13,original,3,26,26,True,certified_by_feasible_policy_and_global_lp_lower_bound,True,109254.68083061825,106166.82023734646,0.029084987064400838,0.029999999999999999,6.225187799998821,180930,89856,381758,171172,79864,338052,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-04-13.json
2025-04-14,original,2,27,27,False,certified_by_feasible_policy_and_global_lp_lower_bound,True,72660.710417188631,70605.16558077035,0.029113235830695632,0.029999999999999999,4.097953199998301,125199,62208,264249,118470,55236,235496,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-04-14.json
2025-04-14,original,3,26,26,True,certified_by_feasible_policy_and_global_lp_lower_bound,True,109559.05346350912,106528.16078083531,0.028451563046407797,0.029999999999999999,6.0604577000012796,180930,89856,381758,171164,79856,338025,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-04-14.json
2025-04-15,original,2,27,27,False,certified_by_feasible_policy_and_global_lp_lower_bound,True,71972.113496636244,70424.631472571244,0.021973590655816336,0.029999999999999999,3.9770521999962511,125199,62208,264249,118470,55236,235492,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-04-15.json
2025-04-15,original,3,26,26,True,certified_by_feasible_policy_and_global_lp_lower_bound,True,108778.70637317376,105674.43433891187,0.029375809330628395,0.029999999999999999,6.0765254999969329,180930,89856,381758,171104,79796,337795,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-04-15.json
2025-04-16,original,2,27,27,False,certified_by_feasible_policy_and_global_lp_lower_bound,True,70720.563742543338,69048.850658839845,0.024210585227018185,0.029999999999999999,3.8933080999959202,125199,62208,264249,118286,55052,234814,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-04-16.json
2025-04-16,original,3,26,26,True,certified_by_feasible_policy_and_global_lp_lower_bound,True,83848.773127434193,81645.64905745053,0.026983973982905321,0.029999999999999999,5.8272017000017513,180930,89856,381758,168532,76888,327654,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-04-16.json
2025-04-17,original,2,27,27,False,certified_by_feasible_policy_and_global_lp_lower_bound,True,47114.957355847881,46200.687303472703,0.019789100676570578,0.029999999999999999,3.8552229000015359,125199,62208,264249,115814,52304,225138,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-04-17.json
2025-04-17,original,3,26,26,True,certified_by_feasible_policy_and_global_lp_lower_bound,True,60610.735977087374,59191.00181787648,0.023985641661873586,0.029999999999999999,5.3044415000003937,180930,89856,381758,166220,74368,318681,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-04-17.json
2025-04-18,original,2,27,27,False,certified_by_feasible_policy_and_global_lp_lower_bound,True,26840.389712467742,26083.220439806246,0.029028979546787934,0.029999999999999999,3.6505934999986493,125199,62208,264249,113544,49809,216906,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-04-18.json
2025-04-18,original,3,26,26,True,certified_by_feasible_policy_and_global_lp_lower_bound,True,63598.124220934696,61783.151037860698,0.029376507228674423,0.029999999999999999,5.7416272000009485,180930,89856,381758,166342,74484,319710,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-04-18.json
2025-04-19,original,2,27,27,False,certified_by_feasible_policy_and_global_lp_lower_bound,True,49719.287200371837,48422.986248101995,0.026770363678688888,0.029999999999999999,3.6617297000011604,125199,62208,264249,115916,52408,226158,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-04-19.json
2025-04-19,original,3,26,26,True,certified_by_feasible_policy_and_global_lp_lower_bound,True,86461.359413688464,83988.388933367169,0.029444194747957904,0.029999999999999999,5.6030694000000949,180930,89856,381758,168692,77118,328959,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-04-19.json
2025-04-20,original,2,27,27,False,certified_by_feasible_policy_and_global_lp_lower_bound,True,69893.397650717438,67919.406510565168,0.029063727755707147,0.029999999999999999,3.9428265999995347,125199,62208,264249,118142,54908,234313,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-04-20.json
2025-04-20,original,3,26,26,True,certified_by_feasible_policy_and_global_lp_lower_bound,True,106077.31575820129,103460.0273687875,0.025297580679003309,0.029999999999999999,5.9689170999990893,180930,89856,381758,170820,79512,336757,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-04-20.json
2025-04-21,original,2,27,27,False,certified_by_feasible_policy_and_global_lp_lower_bound,True,69359.731307231967,67828.686550892322,0.022572230632696852,0.029999999999999999,3.9739807000005385,125199,62208,264249,118126,54892,234251,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-04-21.json
2025-04-21,original,3,26,26,True,certified_by_feasible_policy_and_global_lp_lower_bound,True,106242.51968692777,103602.64381861845,0.02548077704398221,0.029999999999999999,5.9755524000029254,180930,89856,381758,170820,79512,336755,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-04-21.json
2025-04-22,original,2,27,27,False,certified_by_feasible_policy_and_global_lp_lower_bound,True,69212.058559955098,67224.201665958753,0.029570554126832609,0.029999999999999999,3.7544030999997631,125199,62208,264249,118070,54836,234055,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-04-22.json
2025-04-22,original,3,26,26,True,certified_by_feasible_policy_and_global_lp_lower_bound,True,104621.27162019089,102200.20523000901,0.023689447440277546,0.029999999999999999,5.9158682000015688,180930,89856,381758,170732,79424,336438,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-04-22.json
2025-04-23,original,2,27,27,False,certified_by_feasible_policy_and_global_lp_lower_bound,True,69002.134035203519,67063.696122925074,0.028904430032090173,0.029999999999999999,3.8224705000029644,125199,62208,264249,118106,54872,234178,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-04-23.json
2025-04-23,original,3,26,26,True,certified_by_feasible_policy_and_global_lp_lower_bound,True,81528.413833374449,79586.867129800536,0.024395315126645053,0.029999999999999999,6.1715488999980153,180930,89856,381758,168256,76604,326619,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-04-23.json
2025-04-24,original,2,27,27,False,certified_by_feasible_policy_and_global_lp_lower_bound,True,44919.289593205569,43956.590000570919,0.021901143665196642,0.029999999999999999,4.0454237000012654,125199,62208,264249,115418,51879,223667,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-04-24.json
2025-04-24,original,3,26,26,True,certified_by_feasible_policy_and_global_lp_lower_bound,True,58318.832914944636,56806.04450765677,0.026630764743423744,0.029999999999999999,5.2225908000000345,180930,89856,381758,165752,73898,316949,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-04-24.json
2025-04-25,original,2,27,27,False,certified_by_feasible_policy_and_global_lp_lower_bound,True,25774.884242435994,25028.130120608846,0.029836592595155538,0.029999999999999999,3.6429811000016343,125199,62208,264249,113056,49078,214768,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-04-25.json
2025-04-25,original,3,26,26,True,certified_by_feasible_policy_and_global_lp_lower_bound,True,60320.519053925345,59048.343086680252,0.021544651394834191,0.029999999999999999,5.5318260000021837,180930,89856,381758,165688,73746,317185,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-04-25.json
2025-04-26,original,2,27,27,False,certified_by_feasible_policy_and_global_lp_lower_bound,True,47314.910802394217,45966.809064314439,0.029327720708078354,0.029999999999999999,3.7444800000012037,125199,62208,264249,115344,51694,223825,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-04-26.json
2025-04-26,original,3,26,26,True,certified_by_feasible_policy_and_global_lp_lower_bound,True,81727.126634920714,79575.420668656006,0.027039831498022408,0.029999999999999999,5.7381079999977374,180930,89856,381758,167800,76112,325472,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-04-26.json
2025-04-27,original,2,27,27,True,certified_by_feasible_policy_and_global_lp_lower_bound,True,65180.722029621924,63354.483604584457,0.028825717157377584,0.029999999999999999,4.0969966999982717,125199,62208,264249,117298,54064,231250,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-04-27.json
2025-04-27,original,3,26,26,False,certified_by_feasible_policy_and_global_lp_lower_bound,True,99375.890089333116,96755.032080683523,0.027087562809798595,0.029999999999999999,5.8435376000015822,180930,89856,381758,169708,78400,332674,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-04-27.json
2025-04-28,original,2,27,27,False,certified_by_feasible_policy_and_global_lp_lower_bound,True,65386.5008958826,63607.981286198949,0.027960635972415899,0.029999999999999999,3.8763523999987228,125199,62208,264249,117322,54088,231341,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-04-28.json
2025-04-28,original,3,26,26,True,certified_by_feasible_policy_and_global_lp_lower_bound,True,99258.689138913978,96718.89422120557,0.026259552884254952,0.029999999999999999,6.029116099998646,180930,89856,381758,169632,78324,332400,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-04-28.json
2025-04-29,original,2,27,27,False,certified_by_feasible_policy_and_global_lp_lower_bound,True,66871.75723569878,64937.436428848021,0.029787452557819949,0.029999999999999999,3.5311755999973684,125199,62208,264249,117570,54336,232231,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-04-29.json
2025-04-29,original,3,26,26,True,certified_by_feasible_policy_and_global_lp_lower_bound,True,101382.05913333141,98459.458800922541,0.029683286583142208,0.029999999999999999,6.6281469999994442,180930,89856,381758,169940,78632,333516,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-04-29.json
2025-04-30,original,2,27,27,False,Optimal,True,67004.721833711897,65606.766717531151,0.021308093450171373,0.029999999999999999,20.511151300001075,70848,31104,170991,,,,HiGHS_monotone_charge_bound_MILP,1.8.0,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-04-30.json
2025-04-30,original,3,26,26,True,certified_by_feasible_policy_and_global_lp_lower_bound,True,78611.732216916673,76343.525188672342,0.029710535669380929,0.029999999999999999,5.9894572000011976,180930,89856,381758,167568,75818,323984,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-04-30.json
2025-05-01,original,2,27,27,False,certified_by_feasible_policy_and_global_lp_lower_bound,True,42752.567343629031,41648.216635212229,0.026516158376949765,0.029999999999999999,3.92448819999845,125199,62208,264249,114998,51375,222050,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-05-01.json
2025-05-01,original,3,26,26,True,certified_by_feasible_policy_and_global_lp_lower_bound,True,56484.601478645032,54888.884356305905,0.029071771836000217,0.029999999999999999,5.526029099997686,180930,89856,381758,165324,73232,315076,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-05-01.json
2025-05-02,original,2,27,27,False,certified_by_feasible_policy_and_global_lp_lower_bound,True,26389.15724643963,25622.200985828371,0.029933270019834077,0.029999999999999999,3.654456799999025,125199,62208,264249,112942,48769,214058,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-05-02.json
2025-05-02,original,3,26,26,True,certified_by_feasible_policy_and_global_lp_lower_bound,True,62028.539851745285,60226.840816626252,0.029915217379651343,0.029999999999999999,6.0936828999947465,180930,89856,381758,165684,73402,316653,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-05-02.json
2025-05-03,original,2,27,27,False,Optimal,True,52890.411879190309,51600.438563735624,0.024999270381420125,0.029999999999999999,21.4364714000003,70848,31104,170991,,,,HiGHS_monotone_charge_bound_MILP,1.8.0,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-05-03.json
2025-05-03,original,3,26,26,True,Optimal,True,88498.814807114424,86787.088959788904,0.019723277596263369,0.029999999999999999,29.978561799998715,102384,44928,247026,,,,HiGHS_monotone_charge_bound_MILP,1.8.0,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-05-03.json
2025-05-04,original,2,27,27,False,Optimal,True,75596.327835330972,73780.070797544613,0.024617176673227104,0.029999999999999999,12.971822999999858,70848,31104,170991,,,,HiGHS_monotone_charge_bound_MILP,1.8.0,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-05-04.json
2025-05-04,original,3,26,26,True,Optimal,True,112435.86523469022,109671.87171522407,0.025202392156150912,0.029999999999999999,38.745640699999058,102384,44928,247026,,,,HiGHS_monotone_charge_bound_MILP,1.8.0,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-05-04.json
2025-05-05,original,2,27,27,False,Optimal,True,75997.179949517042,74028.462196921304,0.026594065230732468,0.029999999999999999,11.673462399998243,70848,31104,170991,,,,HiGHS_monotone_charge_bound_MILP,1.8.0,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-05-05.json
2025-05-05,original,3,26,26,True,Optimal,True,115444.39028017892,112517.52939014435,0.0260124880620685,0.029999999999999999,20.679111900000862,102384,44928,247026,,,,HiGHS_monotone_charge_bound_MILP,1.8.0,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-05-05.json
2025-05-06,original,2,27,27,False,Optimal,True,75815.715305892678,74233.217073109277,0.021317926060308856,0.029999999999999999,9.0027280999966024,70848,31104,170991,,,,HiGHS_monotone_charge_bound_MILP,1.8.0,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-05-06.json
2025-05-06,original,3,26,26,True,Optimal,True,117825.10085097734,114904.54089322298,0.025417271894139868,0.029999999999999999,27.181619200000569,102384,44928,247026,,,,HiGHS_monotone_charge_bound_MILP,1.8.0,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-05-06.json
2025-05-07,original,2,27,27,False,Optimal,True,78119.097775631628,76458.668286169879,0.021716693825310756,0.029999999999999999,22.575931999999739,70848,31104,170991,,,,HiGHS_monotone_charge_bound_MILP,1.8.0,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-05-07.json
2025-05-07,original,3,26,26,True,Optimal,True,95562.181545575906,93583.637319568224,0.021141988948894706,0.029999999999999999,29.206160400000954,102384,44928,247026,,,,HiGHS_monotone_charge_bound_MILP,1.8.0,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-05-07.json
2025-05-08,original,2,27,27,False,Optimal,True,56324.055761765972,55376.077517077734,0.017118912844556133,0.029999999999999999,15.63683200000014,70848,31104,170991,,,,HiGHS_monotone_charge_bound_MILP,1.8.0,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-05-08.json
2025-05-08,original,3,26,26,True,certified_by_feasible_policy_and_global_lp_lower_bound,True,73830.046463730148,71696.383049785189,0.029759707856718057,0.029999999999999999,5.4799658000047202,180930,89856,381758,166128,74322,318444,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-05-08.json
2025-05-09,original,2,27,27,False,certified_by_feasible_policy_and_global_lp_lower_bound,True,33611.532107244158,32633.097479478027,0.029982891706232903,0.029999999999999999,5.4073176000019885,125199,62208,264249,113430,49822,216696,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-05-09.json
2025-05-09,original,3,26,26,True,certified_by_feasible_policy_and_global_lp_lower_bound,True,75383.478178850302,73188.355461216284,0.029992786472668453,0.029999999999999999,9.9761007000015525,180930,89856,381758,166260,74554,319658,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-05-09.json
2025-05-10,original,2,27,27,False,Optimal,True,57054.336789657151,55934.509435712192,0.020020330297739027,0.029999999999999999,16.882690899998124,70848,31104,170991,,,,HiGHS_monotone_charge_bound_MILP,1.8.0,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-05-10.json
2025-05-10,original,3,26,26,True,Optimal,True,99824.051108679021,97909.631506835882,0.019552924185088756,0.029999999999999999,28.857463699998334,102384,44928,247026,,,,HiGHS_monotone_charge_bound_MILP,1.8.0,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-05-10.json
2025-05-11,original,2,27,27,False,Optimal,True,79473.31502554327,77887.267153643712,0.020363378121495176,0.029999999999999999,10.63595560000249,70848,31104,170991,,,,HiGHS_monotone_charge_bound_MILP,1.8.0,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-05-11.json
2025-05-11,original,3,26,26,True,Optimal,True,121483.76714641576,118899.795078838,0.021732350891474871,0.029999999999999999,19.687169000000722,102384,44928,247026,,,,HiGHS_monotone_charge_bound_MILP,1.8.0,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-05-11.json
2025-05-12,original,2,27,27,False,Optimal,True,80487.124565624254,78883.6990516777,0.020326449358011582,0.029999999999999999,12.35809860000154,70848,31104,170991,,,,HiGHS_monotone_charge_bound_MILP,1.8.0,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-05-12.json
2025-05-12,original,3,26,26,True,Optimal,True,122760.17774145628,120185.01220507798,0.02142667782888075,0.029999999999999999,23.055925199998455,102384,44928,247026,,,,HiGHS_monotone_charge_bound_MILP,1.8.0,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-05-12.json
2025-05-13,original,2,27,27,False,Optimal,True,79836.216668862864,78229.021218942231,0.020544747011758211,0.029999999999999999,10.864032800000132,70848,31104,170991,,,,HiGHS_monotone_charge_bound_MILP,1.8.0,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-05-13.json
2025-05-13,original,3,26,26,True,Optimal,True,121581.21533293663,119057.70390350734,0.021195700460295425,0.029999999999999999,26.834215000002587,102384,44928,247026,,,,HiGHS_monotone_charge_bound_MILP,1.8.0,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-05-13.json
2025-05-14,original,2,27,27,False,Optimal,True,79838.120017849069,78261.93776195278,0.020139831710920826,0.029999999999999999,17.45144739999887,70848,31104,170991,,,,HiGHS_monotone_charge_bound_MILP,1.8.0,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-05-14.json
2025-05-14,original,3,26,26,True,Optimal,True,96848.94776831221,94884.064238013947,0.020708256397717204,0.029999999999999999,26.425400099997205,102384,44928,247026,,,,HiGHS_monotone_charge_bound_MILP,1.8.0,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-05-14.json
2025-05-15,original,2,27,27,False,Optimal,True,54816.237671219329,53806.78113979569,0.018760767881672094,0.029999999999999999,17.213442500000383,70848,31104,170991,,,,HiGHS_monotone_charge_bound_MILP,1.8.0,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-05-15.json
2025-05-15,original,3,26,26,True,certified_by_feasible_policy_and_global_lp_lower_bound,True,71217.523771527907,69150.884675193505,0.029885938640431702,0.029999999999999999,5.818306199998915,180930,89856,381758,165970,74496,318298,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-05-15.json
2025-05-16,original,2,27,27,False,Optimal,True,32491.633988324786,32000.191539399137,0.015357484605071107,0.029999999999999999,12.272325900001306,70848,31104,170991,,,,HiGHS_monotone_charge_bound_MILP,1.8.0,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-05-16.json
2025-05-16,original,3,26,26,True,certified_by_feasible_policy_and_global_lp_lower_bound,True,73165.38615656356,71036.123828412499,0.029974359711606533,0.029999999999999999,5.9619597999990219,180930,89856,381758,166030,74494,319083,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs\q2\dispatch_runs\20260912_tail_reserve_final\processed\main\daily_audit\2025-05-16.json
