mode,date,hour,status,seconds,gap,S,rho,ESS,initial_soc,committed_slots
4-3,2025-03-02,12,Optimal,0.29347062500892207,1.1850875059254314e-16,20,0.3378650575748165,40.673741255970675,5932.3783318153173,36
4-3,2025-03-02,18,Optimal,0.31878941701143049,0,20,0.3564832296523256,41.734944500016937,10004.47714753603,36
4-3,2025-03-03,0,Optimal,0.23723479200270958,0,20,0.33807584160624743,47,1390.6281635818723,36
4-3,2025-03-03,6,Optimal,0.37205479099065997,1.3698461357559586e-16,20,0.33201502252438125,43.470177120957011,10800,36
4-3,2025-03-03,12,Optimal,0.34794804200646468,2.5539027462879065e-16,20,0.32304477750043403,42.525857635723192,6450,36
4-3,2025-03-03,18,Optimal,0.31870341699686833,3.050351352740179e-16,20,0.33194572094897923,45.138572414627639,9919.9116414930941,36
4-3,2025-03-04,0,Optimal,0.26900074997683987,0,20,0.33139712222521561,48,1380.5122123625515,36
4-3,2025-03-04,6,Optimal,0.34146004199283198,0,20,0.31417145949425629,42.079746496472744,9874.0740740740748,36
4-3,2025-03-04,12,Optimal,0.30168433301150799,0,20,0.34207308032868866,41.833720550383013,5966.7850549647301,36
4-3,2025-03-04,18,Optimal,0.32941025000764057,1.4102921609354188e-16,20,0.31687988046669779,44.284117302022693,9986.625169007837,36
4-3,2025-03-05,0,Optimal,0.28883941701496951,1.2962623824965463e-16,20,0.32395968706622408,49,1353.8724285327316,36
4-3,2025-03-05,6,Optimal,0.30765612499089912,0,20,0.29652281295400268,44.392631465540539,9874.0740740740748,36
4-3,2025-03-05,12,Optimal,0.29828254101448692,0,20,0.28301295894373818,43.295437542195359,6762.5213623658474,36
4-3,2025-03-05,18,Optimal,0.29847254199557938,0,20,0.33055885969176407,45.268454666604434,9956.6584973283698,36
4-3,2025-03-06,0,Optimal,0.24371241699554957,0,20,0.31659800267347804,50,1489.3055604039691,36
4-3,2025-03-06,6,Optimal,0.24448333299369551,0,20,0.27826532733910292,40.234003853760996,9874.0740740740748,36
4-3,2025-03-06,12,Optimal,0.22094500000821427,0,20,0.31313664409319475,40.710184063204444,6442.9448446298074,36
4-3,2025-03-06,18,Optimal,0.20808741697692312,0,20,0.31879802274186864,44.775393262962538,9992.5516269101063,36
4-3,2025-03-07,0,Optimal,0.27749800001038238,0,20,0.31189802156838792,51,1386.1026260974431,36
4-3,2025-03-07,6,Optimal,0.24393875000532717,0,20,0.30611846005745685,47.52271075577211,6304.7999282608216,36
4-3,2025-03-07,12,Optimal,0.24457362497923896,3.4552468321532998e-16,20,0.30956480991109847,45.104427198627171,5551.3939115355824,36
