mode,date,hour,status,seconds,gap,S,rho,ESS,initial_soc,committed_slots
4-3,2025-06-11,12,Optimal,0.25659512501442805,0,20,0.27686765899183829,48.514246460353405,5893.2699148451202,36
4-3,2025-06-11,18,Optimal,0.25262945800204761,0,20,0.26811476115842758,51.210692321351587,10800,36
4-3,2025-06-12,0,Optimal,0.22620949998963624,1.1364641757637829e-16,20,0.28403376866029684,56,1240.4533684783673,36
4-3,2025-06-12,6,Optimal,0.32126149997930042,1.0683934531545539e-15,20,0.26626753460358715,49.401185143931905,10077.518986463196,36
4-3,2025-06-12,12,Optimal,0.24441216699779034,0,20,0.27742789106352295,47.817905158617648,8177.0779652262554,36
4-3,2025-06-12,18,Optimal,0.26486237501376309,0,20,0.28217604829417892,50.591905886700452,10796.006039733962,36
4-3,2025-06-13,0,Optimal,0.22082458299701102,1.4969927677790106e-16,20,0.28129522141986035,56,1200.0000000000036,36
4-3,2025-06-13,6,Optimal,0.23676712499582209,0,20,0.26352130095427095,49.22046977344646,4697.6577855462674,36
4-3,2025-06-13,12,Optimal,0.1879687920154538,1.5426174485163128e-16,20,0.28263489949298942,48.93952589504422,6593.8950199383326,36
4-3,2025-06-13,18,Optimal,0.30190620798384771,1.7635158594118727e-16,20,0.24660029053463858,46.933212066827636,10761.728063307826,36
4-3,2025-06-14,0,Optimal,0.23432658301317133,1.0354438596795006e-15,20,0.29477072590998421,56,1385.1947508083995,36
4-3,2025-06-14,6,Optimal,0.19699370799935423,0,20,0.2541559550660214,47.185578491633109,4949.6650505724501,36
4-3,2025-06-14,12,Optimal,0.26596508402144536,3.352817647022036e-16,20,0.28452665482251693,48.143622904599049,7983.3922833390125,36
4-3,2025-06-14,18,Optimal,0.23968370899092406,0,20,0.27952359810861238,50.211054727468195,10797.351873523057,36
4-3,2025-06-15,0,Optimal,0.21234637501765974,0,20,0.280649559342106,56,1493.1500480152517,36
4-3,2025-06-15,6,Optimal,0.32891791599104181,0,20,0.24907983974305936,44.601606028608757,10104.947427347133,36
4-3,2025-06-15,12,Optimal,0.26979504199698567,0,20,0.27789738222390242,48.122408687418194,7007.2909988086758,36
4-3,2025-06-15,18,Optimal,0.24154841699055396,0,20,0.27490431061707049,52.175921319685877,10789.393142013725,36
4-3,2025-06-16,0,Optimal,0.28287349999300204,0,20,0.29206976915060895,56,1295.2981079142919,36
4-3,2025-06-16,6,Optimal,0.29643404198577628,1.2198234455767902e-16,20,0.25479613134522738,47.575154578331421,10050.388796813424,36
4-3,2025-06-16,12,Optimal,0.25775979200261645,0,20,0.2724751054038691,46.032825929816191,6650.1653905767671,36
4-3,2025-06-16,18,Optimal,0.32836362501257099,0,20,0.2555520626810282,47.396972685737801,10784.040820545168,36
4-3,2025-06-17,0,Optimal,0.23856195801636204,2.2151744496599311e-16,20,0.29404491369892627,56,1376.4349903095972,36
4-3,2025-06-17,6,Optimal,0.283083207992604,1.164084258794136e-16,20,0.24123801109740439,43.487943305437028,10074.814277932572,36
4-3,2025-06-17,12,Optimal,0.30660737500875257,0,20,0.27185485465461656,44.92078698424838,7663.4927681602021,36
4-3,2025-06-17,18,Optimal,0.40059524998650886,0,20,0.26391398080266965,47.958366406909001,10731.869706796659,36
4-3,2025-06-18,0,Optimal,0.23600920898024924,3.3368627450145385e-16,20,0.29400168041001523,56,1390.7452865899213,36
4-3,2025-06-18,6,Optimal,0.30732779199024662,0,20,0.24611073068492778,45.860074885202494,10110.24127933733,36
4-3,2025-06-18,12,Optimal,0.25287825000123121,0,20,0.27667903835678015,48.041217564205986,7800,36
4-3,2025-06-18,18,Optimal,0.31641233299160376,1.131287168959983e-16,20,0.27686165044462557,48.319372737050422,10741.239902853262,36
4-3,2025-06-19,0,Optimal,0.23983762500574812,0,20,0.28914166211772041,56,1358.4884250204013,36
4-3,2025-06-19,6,Optimal,0.26020575000438839,7.1600436222977609e-16,20,0.25820633895546219,47.338459579669212,10078.043074784038,36
4-3,2025-06-19,12,Optimal,0.21755591698456556,0,20,0.28027470180129271,48.801173797362402,7797.5839446007958,36
4-3,2025-06-19,18,Optimal,0.16938750000554137,6.3925810111644783e-16,20,0.27765487717172349,47.390234245754392,10697.127125337305,36
4-3,2025-06-20,0,Optimal,0.20356704102596268,0,20,0.27770416321215469,56,1228.5612725985829,36
4-3,2025-06-20,6,Optimal,0.19460487499600276,0,20,0.25891169270169345,47.885233551488845,2632.493168974831,36
4-3,2025-06-20,12,Optimal,0.24793837498873472,5.7115453091746594e-16,20,0.28889409489983375,48.877044740852995,7416.6738854053783,36
4-3,2025-06-20,18,Optimal,0.16611320798983797,4.0373909390774752e-16,20,0.28363928512799125,49.116030756289895,10800,36
4-3,2025-06-21,0,Optimal,0.19838137499755248,4.7279708059491003e-16,20,0.27861154751918743,56,1200,36
4-3,2025-06-21,6,Optimal,0.21886629099026322,0,20,0.25998472713242121,47.797939133551218,2736.6224549850144,36
4-3,2025-06-21,12,Optimal,0.23076012500678189,0,20,0.27589270222186285,48.00823078231511,6144.2886773476712,36
4-3,2025-06-21,18,Optimal,0.334612249978818,0,20,0.2556173250850986,46.919534911118134,10791.794774482969,36
4-3,2025-06-22,0,Optimal,0.2329217090154998,1.2688409369805504e-16,20,0.26672238107762547,56,1552.6916113701027,36
4-3,2025-06-22,6,Optimal,0.24563933300669305,0,20,0.25910254909555963,50.063264964735396,10141.620218297654,36
4-3,2025-06-22,12,Optimal,0.2671344589907676,2.4206927202428511e-16,20,0.27570846914626868,48.775189818287501,8219.0278153089639,36
4-3,2025-06-22,18,Optimal,0.30785562499659136,2.3231122959866055e-16,20,0.27480195949101011,49.183144486036142,10730.376815527439,36
4-3,2025-06-23,0,Optimal,0.22815562499454245,1.1917066683373737e-16,20,0.26856915692311684,56,1389.4288264544175,36
4-3,2025-06-23,6,Optimal,0.28849854200962,3.8410122728105426e-16,20,0.26507122260336435,49.446032785427882,10080.508307422157,36
4-3,2025-06-23,12,Optimal,0.26038762499229051,0,20,0.2844211160890272,48.935056354781068,8573.4873713510096,36
4-3,2025-06-23,18,Optimal,0.26378466698224656,0,20,0.25880707939532505,47.666560809440575,10800,36
4-3,2025-06-24,0,Optimal,0.2486095420026686,0,20,0.30071375690820973,56,1402.6612663673641,36
4-3,2025-06-24,6,Optimal,0.32551945900195278,0,20,0.27797084640999803,47.759724780259212,10559.269233931491,36
4-3,2025-06-24,12,Optimal,0.23757662501884624,2.3659379206885628e-16,20,0.27533406148121464,50.130531506331934,7619.4794562786456,36
4-3,2025-06-24,18,Optimal,0.29842112501501106,0,20,0.26384543128715865,48.648935121467332,10789.678618278358,36
4-3,2025-06-25,0,Optimal,0.2686016249936074,0,20,0.29578375603879559,56,1401.7073862232646,36
4-3,2025-06-25,6,Optimal,0.32433487501111813,0,20,0.2561119323367837,46.393305439897034,10069.154016720669,36
4-3,2025-06-25,12,Optimal,0.25734587502665818,6.9130115731565474e-16,20,0.30151886685454454,48.507166760486349,8177.9151106667077,36
4-3,2025-06-25,18,Optimal,0.35286870901472867,2.0300034357495133e-15,20,0.27073289451938803,48.116134098579622,10705.458266666772,36
4-3,2025-06-26,0,Optimal,0.26449254201725125,4.9475764753686407e-15,20,0.30299752208962943,56,1382.2409781669194,36
4-3,2025-06-26,6,Optimal,0.27594824999687262,0,20,0.26889585696067547,47.624914652386714,10050.249457797609,36
4-3,2025-06-26,12,Optimal,0.19799149999744259,0,20,0.27931343113929741,48.0631986163459,8506.6250219898902,36
4-3,2025-06-26,18,Optimal,0.24638079199939966,0,20,0.27466473536793667,47.287148893731363,10626.598083306619,36
4-3,2025-06-27,0,Optimal,0.17437329198583029,3.1890765723821796e-16,20,0.29243624811070057,56,1199.9999999999982,36
4-3,2025-06-27,6,Optimal,0.17733466697973199,0,20,0.27520421343282669,48.375838774056767,3835.1685903358743,36
4-3,2025-06-27,12,Optimal,0.23504170801606961,0,20,0.26573141858127958,49.813228288631862,7747.9474416448757,36
4-3,2025-06-27,18,Optimal,0.17463895797845908,0,20,0.25617383835951457,49.306020601873229,10800,36
4-3,2025-06-28,0,Optimal,0.20479962500394322,1.6427133220037176e-16,20,0.28915833320761836,56,1200.0000000000018,36
4-3,2025-06-28,6,Optimal,0.2425967080052942,1.4039116393455087e-16,20,0.2634839473500456,46.720228411071666,2682.7157024275275,36
4-3,2025-06-28,12,Optimal,0.26112912502139807,0,20,0.26391155442966291,46.44969929537929,7433.4184954774009,36
4-3,2025-06-28,18,Optimal,0.26051699998788536,3.2448577788007027e-16,20,0.26255750067155037,49.186201773722964,10799.999999999996,36
4-3,2025-06-29,0,Optimal,0.22788033401593566,0,20,0.28008683247041144,56,1550.0973259508737,36
4-3,2025-06-29,6,Optimal,0.28142604199820198,9.2372134541159952e-16,20,0.27389544863259813,48.273523317931748,10077.749007360489,36
4-3,2025-06-29,12,Optimal,0.22569041699171066,0,20,0.29020143487862593,49.016899838134911,7514.4102234898464,36
4-3,2025-06-29,18,Optimal,0.35319591700681485,0,20,0.28041380126819077,49.762653417091265,10721.698595251537,36
4-3,2025-06-30,0,Optimal,0.24583058300777338,0,20,0.30244936127211675,56,1339.0262251031709,36
4-3,2025-06-30,6,Optimal,0.29938270800630562,1.2889310483076699e-16,20,0.25417142532797188,44.200334767766151,10079.263829680638,36
4-3,2025-06-30,12,Optimal,0.22591570799704641,0,20,0.26784756105637864,47.763361853621682,7842.1274830136335,36
4-3,2025-06-30,18,Optimal,0.33469391701510176,1.551907733131942e-16,20,0.28239851372377128,46.101532314450026,10764.988467586016,36
4-3,2025-07-01,0,Optimal,0.23945116600953043,1.2907712465954582e-16,20,0.29585965316169172,56,1446.5789930275423,36
4-3,2025-07-01,6,Optimal,0.28040245801093988,2.7436787222329412e-16,20,0.31855652382651578,55.054173896032005,10125.849707297995,36
4-3,2025-07-01,12,Optimal,0.21651741699315608,0,20,0.27903542924893648,51.180346230051235,7705.0759782048817,36
4-3,2025-07-01,18,Optimal,0.25456545798806474,6.4373721457361002e-16,20,0.29436730855679982,53.64417676330396,10772.645679717058,36
4-3,2025-07-02,0,Optimal,0.22683466700254939,1.2458479142054194e-16,20,0.29682219909873503,56,1364.05258389755,36
4-3,2025-07-02,6,Optimal,0.25869425002019852,0,20,0.32488188756756931,53.813931962362339,10057.21047063787,36
4-3,2025-07-02,12,Optimal,0.27343187501537614,0,20,0.30061860721225792,50.224258845246666,7926.2058920852369,36
4-3,2025-07-02,18,Optimal,0.24346929200692102,0,20,0.29664601734626334,51.481119576944046,10799.999999999998,36
4-3,2025-07-03,0,Optimal,0.16880795900942758,0,20,0.30719395735639382,56,1572.7098161138238,36
4-3,2025-07-03,6,Optimal,0.27787049999460578,6.2414677181924911e-16,20,0.30951908481178236,51.56008581876511,10035.325883704696,36
4-3,2025-07-03,12,Optimal,0.19858487500459887,4.3221515304452099e-16,20,0.32038918549622697,50.585082572355731,7306.5975335423755,36
4-3,2025-07-03,18,Optimal,0.20010516699403524,1.1254050870429839e-16,20,0.31561468667541892,50.804609006978275,10753.191493810977,36
4-3,2025-07-04,0,Optimal,0.18546812501153909,0,20,0.30332393509033218,56,1200.0000000000018,36
4-3,2025-07-04,6,Optimal,0.21865954200620763,0,20,0.32601278966332192,52.361448370677856,3008.2881978262321,36
4-3,2025-07-04,12,Optimal,0.24355700000887737,0,20,0.31947840868736316,50.872563796097779,7409.6412312112288,36
4-3,2025-07-04,18,Optimal,0.17436812497908249,0,20,0.31943696246214781,51.706099509896909,10799.999999999998,36
4-3,2025-07-05,0,Optimal,0.19647958301356994,0,20,0.30672591801782745,56,1383.2347880953839,36
4-3,2025-07-05,6,Optimal,0.19669533398700878,2.4336311280811182e-16,20,0.32803608426241948,54.027268305599087,2973.2679220138816,36
4-3,2025-07-05,12,Optimal,0.25561674998607486,1.7020402936935863e-16,20,0.30458584539726075,48.637257881390099,5391.3131694685189,36
4-3,2025-07-05,18,Optimal,0.1888241250126157,0,20,0.31048233628533267,50.532947057152732,10800,36
4-3,2025-07-06,0,Optimal,0.19833924999693409,0,20,0.28600867051144041,56,1530.0646269445042,36
4-3,2025-07-06,6,Optimal,0.30179833399597555,0,20,0.35034560481113897,51.904765578443815,10035.106976440855,36
4-3,2025-07-06,12,Optimal,0.273028042021906,2.2661221728571747e-16,20,0.29508996162204076,52.089176871425273,7942.1271323609271,36
4-3,2025-07-06,18,Optimal,0.29152920900378376,1.3976007788090922e-16,20,0.33609801334187583,51.245224129720107,10777.952227702877,36
4-3,2025-07-07,0,Optimal,0.24273933400399983,0,20,0.29428111409660918,56,1273.408794619394,36
4-3,2025-07-07,6,Optimal,0.28201154200360179,2.2575078121335049e-16,20,0.30677828797795348,52.285832997328548,10043.953073060067,36
4-3,2025-07-07,12,Optimal,0.27389195800060406,2.0367717966987683e-16,20,0.30633266644669738,49.445472638673401,8446.7917210871819,36
4-3,2025-07-07,18,Optimal,0.29772912501357496,2.3929564062936685e-16,20,0.24091461139307005,42.005187608108649,10791.42968253929,36
4-3,2025-07-08,0,Optimal,0.20331441698363051,0,20,0.30828360831626717,56,1827.5145166094408,36
4-3,2025-07-08,6,Optimal,0.33982137500424869,0,20,0.25988903763680765,45.549260000742535,9939.1307878757525,36
4-3,2025-07-08,12,Optimal,0.26907183401635848,0,20,0.24216501135834845,47.573838778754237,6890.2993815117643,36
4-3,2025-07-08,18,Optimal,0.29244129097787663,0,20,0.27870718512117071,48.165753013429644,10792.359330044703,36
4-3,2025-07-09,0,Optimal,0.20669712498784065,0,20,0.27168802484231303,56,1401.8931882508969,36
4-3,2025-07-09,6,Optimal,0.28671983300591819,0,20,0.25570895793239662,44.757965476474489,9957.3365022131165,36
4-3,2025-07-09,12,Optimal,0.31014329200843349,1.8193432119584871e-16,20,0.27013000489580119,46.581395166528132,7831.2406760143094,36
4-3,2025-07-09,18,Optimal,0.24670674998196773,0,20,0.28435416726614193,47.732690410195367,10775.693014434417,36
4-3,2025-07-10,0,Optimal,0.19166433397913352,0,20,0.29534929059159437,56,1485.8578998342527,36
4-3,2025-07-10,6,Optimal,0.31909637499484234,1.1814664642332782e-16,20,0.26610840520566298,48.991666039678407,9985.2316046982523,36
4-3,2025-07-10,12,Optimal,0.28394033299991861,0,20,0.28289840150973095,47.806824222234994,7237.0873502964532,36
4-3,2025-07-10,18,Optimal,0.32958970800973475,3.4543255412904087e-16,20,0.25895716046822442,47.53259302414461,10798.392865889155,36
4-3,2025-07-11,0,Optimal,0.30721070800791495,1.2719640516471131e-15,20,0.30003986308044645,56,1211.1063875708351,36
4-3,2025-07-11,6,Optimal,0.25786816599429585,3.3693375750625128e-16,20,0.29040553681830666,52.152529084735711,4334.698109651581,36
4-3,2025-07-11,12,Optimal,0.21087970898952335,0,20,0.28876600405692565,48.990274501938863,7842.1199557742311,36
4-3,2025-07-11,18,Optimal,0.32652174998656847,0,20,0.27001982764822963,48.915865773288921,10800,36
4-3,2025-07-12,0,Optimal,0.20506574999308214,0,20,0.28788291005079897,56,1469.958057867223,36
4-3,2025-07-12,6,Optimal,0.30263754099723883,0,20,0.2019323289232442,40.968374188841075,3528.239450751088,36
4-3,2025-07-12,12,Optimal,0.28233099999488331,2.9765885137877775e-16,20,0.28674451793733186,47.927426366625156,6497.1791276400963,36
4-3,2025-07-12,18,Optimal,0.31450091698206961,0,20,0.29388087434426002,50.096070028485848,10800.000000000004,36
4-3,2025-07-13,0,Optimal,0.20493679100763984,0,20,0.29228036261667767,56,1536.2847797791637,36
4-3,2025-07-13,6,Optimal,0.31770079099806026,0,20,0.23322912349751029,44.661626468711219,9974.7137037170487,36
4-3,2025-07-13,12,Optimal,0.21177550000720657,0,20,0.26183129304085018,46.65864542669123,7279.8542085858362,36
4-3,2025-07-13,18,Optimal,0.29518375001498498,2.0070426612122381e-16,20,0.26606099404044492,48.283318608184409,10799.999999999998,36
4-3,2025-07-14,0,Optimal,0.24054958298802376,1.9483270694985679e-16,20,0.30165087515502875,56,1590.6448042709526,36
4-3,2025-07-14,6,Optimal,0.34672004097956233,0,20,0.22286105773282355,42.577768508427887,9994.6580020459587,36
4-3,2025-07-14,12,Optimal,0.29033970899763517,0,20,0.26724175147449203,46.064911061954838,7655.4253408595587,36
4-3,2025-07-14,18,Optimal,0.27451504100463353,0,20,0.2608122367658593,47.582403633227891,10787.92193625296,36
4-3,2025-07-15,0,Optimal,0.23562616700655781,3.6892337750325609e-16,20,0.28883241891451594,56,1405.6708657248491,36
4-3,2025-07-15,6,Optimal,0.35959974999423139,2.1422976132748549e-16,20,0.22283666106632319,42.730535954031545,9956.4422693826455,36
4-3,2025-07-15,12,Optimal,0.35005920901312493,3.9408614310587058e-16,20,0.26547220512953262,46.757657010264808,7779.0835129770458,36
4-3,2025-07-15,18,Optimal,0.35166641700197943,0,20,0.25510705515235765,46.009425031706911,10800.000000000002,36
4-3,2025-07-16,0,Optimal,0.18006645899731666,0,20,0.30242988766650236,56,1731.7404043161823,36
4-3,2025-07-16,6,Optimal,0.35835970801417716,0,20,0.22940162231412994,47.346433526970365,9963.0626166199017,36
4-3,2025-07-16,12,Optimal,0.2793560829886701,1.9333438991203572e-16,20,0.26281324074080287,46.092053309865292,7696.8154989641807,36
4-3,2025-07-16,18,Optimal,0.33068337498116307,0,20,0.24444794396128811,46.58180181494911,10800,36
4-3,2025-07-17,0,Optimal,0.26161549999960698,5.9979195668161151e-16,20,0.28407593959397348,56,1752.2190530342905,36
4-3,2025-07-17,6,Optimal,0.33529562500189058,0,20,0.23959653885144655,44.826776609008327,9934.8113591643305,36
4-3,2025-07-17,12,Optimal,0.28320325000095181,0,20,0.26137899648108476,46.30920994942322,8061.4826171696841,36
4-3,2025-07-17,18,Optimal,0.28991024999413639,1.6861014587011988e-16,20,0.28024763067151343,46.199228754744574,10723.360643725968,36
4-3,2025-07-18,0,Optimal,0.20473483297973871,4.0678482903234051e-16,20,0.26672471817170373,56,1200.0000000000018,36
4-3,2025-07-18,6,Optimal,0.28578362500411458,2.2861066787930686e-16,20,0.24348994727528933,45.174499752448142,3554.6492577800564,36
4-3,2025-07-18,12,Optimal,0.21066820799023844,0,20,0.26764573659043117,47.67527226838866,6602.4682307423818,36
4-3,2025-07-18,18,Optimal,0.22794458299176767,0,20,0.26416052754337432,46.242276034019582,10800.000000000002,36
4-3,2025-07-19,0,Optimal,0.19372325000585988,0,20,0.28653167910757271,56,1253.5727808725023,36
4-3,2025-07-19,6,Optimal,0.23571387500851415,2.0027096007663014e-16,20,0.23883034341212384,43.215547008926919,2877.8217494045966,36
4-3,2025-07-19,12,Optimal,0.24779579197638668,0,20,0.26738207290120303,46.442034379161576,4374.1436714251595,36
4-3,2025-07-19,18,Optimal,0.3145551249908749,0,20,0.25888184069591258,45.419392412265296,10800,36
4-3,2025-07-20,0,Optimal,0.21382866700878367,0,20,0.28619873560741915,56,1966.6272347413978,36
4-3,2025-07-20,6,Optimal,0.37878883301164024,0,20,0.2270689692546396,41.169657488042397,9918.211861427375,36
4-3,2025-07-20,12,Optimal,0.26747858297312632,2.0193344320953907e-16,20,0.26903093875253264,46.853701001809235,7049.9999999999991,36
4-3,2025-07-20,18,Optimal,0.33322337499703281,3.3653906869242623e-16,20,0.25038884116680354,48.212160918693499,10786.849639370557,36
4-3,2025-07-21,0,Optimal,0.1863115000014659,0,20,0.28096450285912272,56,1319.9152424620133,36
4-3,2025-07-21,6,Optimal,0.30567045899806544,4.2612765435249869e-16,20,0.24056287010200486,46.889861694126154,9928.7070297493192,36
4-3,2025-07-21,12,Optimal,0.27117100000032224,0,20,0.25964593563069377,44.97399772597371,7777.3732792096007,36
4-3,2025-07-21,18,Optimal,0.27370191598311067,0,20,0.26730849973588183,49.750371160678519,10793.456880697402,36
4-3,2025-07-22,0,Optimal,0.20972516600158997,0,20,0.27800622023512944,56,1317.5225321156995,36
4-3,2025-07-22,6,Optimal,0.35452225001063198,0,20,0.27841538008510086,47.694337066691908,9929.738352825394,36
4-3,2025-07-22,12,Optimal,0.26869558400358073,0,20,0.26678096284879621,45.524894343358014,8014.2347706290211,36
4-3,2025-07-22,18,Optimal,0.28577662497991696,0,20,0.27465139151875623,44.421392378770399,10800,36
4-3,2025-07-23,0,Optimal,0.19298066597548313,1.7397016709630197e-16,20,0.28230056365333561,56,1349.4488914513113,36
4-3,2025-07-23,6,Optimal,0.35749633400700986,2.0904705930153876e-16,20,0.20739923470509475,39.542195696689745,9876.8589723670393,36
4-3,2025-07-23,12,Optimal,0.23995895800180733,0,20,0.26394661894627963,48.189752780518177,7610.8866729874808,36
4-3,2025-07-23,18,Optimal,0.26997329201549292,1.910354164540073e-16,20,0.24512793849338996,47.757443227218964,10799.999999999998,36
4-3,2025-07-24,0,Optimal,0.20605262499884702,1.7827236890565003e-16,20,0.27175138127776927,56,1531.2515390307799,36
4-3,2025-07-24,6,Optimal,0.27263399999355897,0,20,0.25847305343821286,48.361690938299425,9952.4290518821781,36
4-3,2025-07-24,12,Optimal,0.27648754199617542,0,20,0.24046375838289699,44.424657538641938,7799.9999999999982,36
4-3,2025-07-24,18,Optimal,0.21214329201029614,1.8886791149739845e-16,20,0.24709555772370856,47.388088827072963,10800.000000000004,36
4-3,2025-07-25,0,Optimal,0.16792370899929665,1.166392633529272e-16,20,0.27955844571148464,56,1200.0000000000018,36
4-3,2025-07-25,6,Optimal,0.26362799998605624,6.1452771687012362e-16,20,0.23452305778323559,46.501699705241727,3091.273499353656,36
4-3,2025-07-25,12,Optimal,0.24877062498126179,0,20,0.29115781211735581,49.111333437374498,8432.9890812481353,36
4-3,2025-07-25,18,Optimal,0.22764258398092352,0,20,0.2760223148812716,46.175385957161033,10800,36
4-3,2025-07-26,0,Optimal,0.22366766701452434,0,20,0.29351477459423025,56,1327.4358200915794,36
4-3,2025-07-26,6,Optimal,0.24341620798804797,4.0119857530774159e-16,20,0.23654683575187499,43.838087506114093,3526.369415238903,36
4-3,2025-07-26,12,Optimal,0.37226895900676027,0,20,0.23896904951548029,46.553668724658579,7566.1309603717464,36
4-3,2025-07-26,18,Optimal,0.32934349999413826,0,20,0.24037404568382678,43.684846706428495,10791.918954771474,36
4-3,2025-07-27,0,Optimal,0.1967415830004029,0,20,0.27708053919866726,56,1946.7081999076436,36
4-3,2025-07-27,6,Optimal,0.34690266702091321,2.1820082982209328e-16,20,0.25026127236825646,47.235509734938482,9943.2567724219916,36
4-3,2025-07-27,12,Optimal,0.29295062497840263,0,20,0.24601681399484437,45.693803813442827,7049.9999999999982,36
4-3,2025-07-27,18,Optimal,0.26429179200204089,0,20,0.28086519320028436,49.296677462185997,10760.941146824916,36
4-3,2025-07-28,0,Optimal,0.19952745799673721,0,20,0.28089394589147748,56,1204.8263527139425,36
4-3,2025-07-28,6,Optimal,0.30558966597891413,0,20,0.23184289296374719,44.553442867004506,9942.0853153106109,36
4-3,2025-07-28,12,Optimal,0.27377470801002346,1.9103433038719589e-16,20,0.27225473939472572,48.573458743596504,7211.3807060096869,36
4-3,2025-07-28,18,Optimal,0.23185704200295731,1.7880447463007697e-16,20,0.26047210952837729,48.014907098431429,10743.227808760288,36
4-3,2025-07-29,0,Optimal,0.22021020800457336,0,20,0.27430364192222023,56,1335.9292193479978,36
4-3,2025-07-29,6,Optimal,0.30648087500594556,0,20,0.23565063736110245,42.947580272191715,9970.7838293608784,36
4-3,2025-07-29,12,Optimal,0.26444266698672436,1.9949491525508159e-16,20,0.27063009006201005,47.780573860438139,6580.1953919290654,36
4-3,2025-07-29,18,Optimal,0.27865979200578295,0,20,0.25882327564854324,47.411046940613055,10777.410153033172,36
4-3,2025-07-30,0,Optimal,0.19639141598599963,0,20,0.27676399509498339,56,1555.384583650799,36
4-3,2025-07-30,6,Optimal,0.30510337499435991,0,20,0.21824831983153092,43.705287003600688,9969.8858872647179,36
4-3,2025-07-30,12,Optimal,0.25089020800078288,0,20,0.29140174506797994,47.927855859785581,7035.2487065812475,36
4-3,2025-07-30,18,Optimal,0.23977279200335033,0,20,0.29517305713732034,50.248536543501821,10796.016251067773,36
4-3,2025-07-31,0,Optimal,0.24319775000913069,0,20,0.28535115349665696,56,1278.6260952642861,36
4-3,2025-07-31,6,Optimal,0.25588454201351851,0,20,0.22096926353530649,41.735971775293876,9942.0992870594782,36
4-3,2025-07-31,12,Optimal,0.26183912498527206,0,20,0.26337747267032868,47.259753515612502,7382.6330458772991,36
4-3,2025-07-31,18,Optimal,0.1927081250178162,0,20,0.28556958769515961,48.03095833597142,10799.999999999996,36
4-3,2025-08-01,0,Optimal,0.15613395799300633,0,20,0.31169251496211642,56,1200.0000000000018,36
4-3,2025-08-01,6,Optimal,0.18537904199911281,4.866434183791792e-16,20,0.29909386655549058,50.698046192885677,2860.4632323684655,36
4-3,2025-08-01,12,Optimal,0.2336842909862753,0,20,0.28381092364902166,48.178454703157129,3659.1199575459696,36
4-3,2025-08-01,18,Optimal,0.21879004099173471,4.3400395885042907e-16,20,0.25370506492070666,44.851863283085194,10799.999999999996,36
4-3,2025-08-02,0,Optimal,0.29429766698740423,0,20,0.27616374601612631,56,1542.5787834880666,36
4-3,2025-08-02,6,Optimal,0.21803858398925513,2.0518743758332551e-16,20,0.24543398832326926,45.104084677770388,3151.9852145124287,36
4-3,2025-08-02,12,Optimal,0.20662620800430886,0,20,0.28748665588809513,50.200413898349161,4423.1229945819814,36
4-3,2025-08-02,18,Optimal,0.34693912498187274,0,20,0.27016159990304245,48.721187588106091,10800.000000000002,36
4-3,2025-08-03,0,Optimal,0.34023120900383219,1.1227543649778666e-16,20,0.27518920576952749,56,1715.3346727405278,36
4-3,2025-08-03,6,Optimal,0.31612641699030064,3.6685681662407985e-16,20,0.26002222281940129,47.96616096630062,8121.9570979617411,36
4-3,2025-08-03,12,Optimal,0.29276087498874404,0,20,0.32104361659912445,49.82191084181747,6851.8911533471219,36
4-3,2025-08-03,18,Optimal,0.33046470800763927,1.1635641656413406e-16,20,0.29960299833067988,51.12594282011419,10800.000000000002,36
4-3,2025-08-04,0,Optimal,0.22706183299305849,0,20,0.30590560485100826,56,1508.1406586960147,36
4-3,2025-08-04,6,Optimal,0.30617712502134964,0,20,0.23272248602577081,44.425089625253612,9943.0727863996744,36
4-3,2025-08-04,12,Optimal,0.21985795898945071,0,20,0.28334845423451277,49.257180663587391,7483.8878890200758,36
4-3,2025-08-04,18,Optimal,0.27868887499789707,0,20,0.28000330037048105,48.522215851244383,10800,36
4-3,2025-08-05,0,Optimal,0.21927458298159763,0,20,0.28482294563713872,56,1724.8787490803879,36
4-3,2025-08-05,6,Optimal,0.25021995801944286,0,20,0.22891297659478241,44.739300130021981,9946.8730584872737,36
4-3,2025-08-05,12,Optimal,0.25043820901191793,0,20,0.30273868059205933,50.029602872782725,6546.9765448728504,36
4-3,2025-08-05,18,Optimal,0.23533554200548679,2.0542164000259663e-16,20,0.27633015583686993,47.530190109115509,10800,36
4-3,2025-08-06,0,Optimal,0.17648441600613296,1.9627330990824246e-16,20,0.30418406307982443,56,1741.0862256100027,36
4-3,2025-08-06,6,Optimal,0.25318641599733382,0,20,0.25361280352011895,46.602380588277335,9981.0030080430115,36
4-3,2025-08-06,12,Optimal,0.24534133399720304,2.0238530240130838e-16,20,0.29256623640398716,48.286768084729182,6791.0781989590359,36
4-3,2025-08-06,18,Optimal,0.28493362502194941,2.6287794781707719e-16,20,0.26088614205363758,47.037579310584,10800.000000000002,36
4-3,2025-08-07,0,Optimal,0.15707804201520048,0,20,0.30203226685957357,56,1769.9993157737408,36
4-3,2025-08-07,6,Optimal,0.30199958398588933,0,20,0.24188030492008916,46.075639767230392,9989.2765095048035,36
4-3,2025-08-07,12,Optimal,0.18717550000292249,1.3218987368662371e-16,20,0.29865774289436137,50.487735800619298,7450.8342735123233,36
4-3,2025-08-07,18,Optimal,0.20892766700126231,0,20,0.27328556462647929,49.540306342189169,10778.6512153657,36
