date,total_cost,emergency,net_mae,peak_net,initial_soc,median_cost_distance
2025-08-16,27853.1503587231,9.796851090122487,40.51832827357774,731.895,2343.4769421825804,15625.91482411003
2025-08-17,46220.58538536324,1.3069685090539451,38.62787428902219,1049.2961333333333,8534.904657474006,2741.5202025301114
2025-08-18,48020.21007021561,116.89491719409432,43.72392601379042,1098.1374499999997,8655.39783343263,4541.1448873824775
2025-08-19,47735.3893984069,57.07925180437314,33.53723215941107,1038.9839666666667,9364.09143774469,4256.324215573768
2025-08-20,61455.226222182246,2529.620933551271,64.8094070068002,1023.0073666666667,9315.432070617857,17976.161039349114
2025-08-21,44659.37970416785,7.975003251682097,40.287925917655755,1035.0312,8481.365360291997,1180.3145213347161
2025-08-22,25934.754668931284,247.0677941374436,44.630543144315105,751.1733333333333,3050.0124131961643,17544.310513901848
2025-08-23,28893.665910436586,27.062844976537576,40.548034540496865,736.7398499999999,2755.349844995426,14585.399272396546
2025-08-24,46915.73992471003,59.2828711612882,49.37742213193233,1059.6171666666664,9246.659764339336,3436.674741876901
2025-08-25,57609.20435601714,1571.1914291892217,53.26258254578429,1056.1075833333334,8570.564352287258,14130.139173184005
2025-08-26,48748.53357272308,51.85518746493801,36.23691004223503,1032.8092333333334,8529.587537103036,5269.468389889946
2025-08-27,49011.424426522135,216.4112146454476,37.675998507361925,1071.6754833333334,9183.54462450019,5532.359243689003
2025-08-28,47607.646044790985,337.00374070938466,59.252498168423635,1050.4815166666665,8943.135466302132,4128.580861957853
2025-08-29,25731.762302356976,8.628630987798175,38.333688811502114,729.1532333333332,3597.904655901995,17747.302880476156
2025-08-30,28395.67621518311,0.0,54.33431905691902,738.64,3404.079117778018,15083.388967650022
2025-08-31,49127.93009150689,4.5135562100967945,36.62829082385295,1042.7898666666665,8677.366127324052,5648.864908673757
2025-09-01,49305.60581326764,0.0,107.56917292557424,935.4555333333333,8917.730169094186,5826.540630434509
2025-09-02,48220.67455306123,0.0,85.74855213338037,910.1480666666666,10800.0,4741.6093702281
2025-09-03,46653.31676670992,0.0,59.64522275822727,988.8302333333332,10800.0,3174.2515838767868
2025-09-04,43087.09134082251,5.631175272645578,65.13375808160978,973.3571833333333,10800.0,391.9738420106223
2025-09-05,23383.643756155554,0.0,92.33262863350731,588.7583333333333,6476.99487593284,20095.421426677578
2025-09-06,25413.257222959524,0.0,105.30949541747451,606.68,6535.755355515593,18065.807959873608
2025-09-07,44479.88654020691,0.0,62.16120555398605,989.0362833333334,10800.0,1000.8213573737812
2025-09-08,42384.77931834954,494.20577310418196,51.672097542644146,1006.6258166666667,10543.10412771888,1094.2858644835942
2025-09-09,42537.29471695373,56.47245720166528,43.259881257885276,988.8909333333332,8088.789260610693,941.7704658794028
2025-09-10,44474.757366334685,532.2038329078081,59.82784484730358,968.2876666666666,8998.330162583577,995.6921835015528
2025-09-11,40001.46986418607,21.273900433781932,37.38579876755725,974.0979,8944.602739166678,3477.595318647065
2025-09-12,19167.699346413297,78.24436504017967,33.747345287787034,614.6483333333333,4258.250229410684,24311.365836419835
2025-09-13,21724.028671706783,76.90354739683221,44.12442290712373,579.39,3722.3626310352147,21755.03651112635
2025-09-14,42654.69027709926,123.03947770882189,43.71305155841159,996.0440666666666,8456.481183066571,824.3749057338719
2025-09-15,42958.4131042881,40.12826793418185,39.312664399138924,1001.2566666666667,8402.965581670172,520.6520785450339
2025-09-16,42622.43965521682,13.904560563171003,36.92073450546092,1016.2152333333333,8581.030544127772,856.6255276163138
2025-09-17,43522.128190536525,13.972450822524706,37.80644352748506,1039.7542166666667,8345.344821638379,43.06300770339294
2025-09-18,40740.631973195756,287.7777125420629,32.06135085308879,1002.4592666666667,8799.157147090917,2738.4332096373764
2025-09-19,19771.1772515596,0.9982604988754247,41.90788500001088,587.3666666666666,3796.828785773273,23707.887931273533
2025-09-20,21513.97580442808,66.34454999936429,42.46418616272974,598.2383333333332,4393.0085362452355,21965.089378405053
2025-09-21,43024.69967066904,47.077525569740374,39.652560045139296,995.4938999999999,8440.593330153402,454.36551216409134
2025-09-22,43245.187748386896,53.80716062354736,27.96861385525094,1032.48795,8289.517510494728,233.8774344462363
2025-09-23,44779.920652683504,40.62308155335028,34.160698810421906,1051.8626666666667,8505.83380540363,1300.8554698503722
2025-09-24,44682.753892576264,57.59379864194614,33.47915444458985,1041.9011,8494.07152194001,1203.6887097431318
2025-09-25,43436.00217512974,132.23251460847962,29.795285274831897,1021.2371499999999,8757.692530206805,43.06300770339294
2025-09-26,20831.01771993058,0.0,37.18152981352246,566.3806333333333,4206.514548433935,22648.047462902552
2025-09-27,24083.557385053155,363.2039038483163,47.51819225611207,593.7983333333333,4580.307766420331,19395.507797779977
2025-09-28,47374.32157667292,223.90119071947447,31.544016314069648,1114.6246833333332,8147.408932256386,3895.256393839787
2025-09-29,46859.21298673451,129.93679429007864,27.91131221745492,1030.5213166666667,8606.038800059112,3380.1478039013746
2025-09-30,46885.338566264545,1.0811359156208482,33.96105154972964,1061.8673666666666,8430.781807674863,3406.273383431413
2025-10-01,46963.312583549974,0.0,103.81361747554223,1017.9812833333332,8790.687152064413,3484.247400716842
2025-10-02,43194.44201898414,25.044610845136162,78.8210696781743,1012.9781166666667,10336.383128965654,284.6231638489917
2025-10-03,19449.009629457083,0.0,60.93710418016653,498.67564999999996,6553.867473034551,24030.05555337605
2025-10-04,21623.78583550493,0.0,35.11391836039448,570.1066666666666,6627.768459865829,21855.279347328204
2025-10-05,43535.71907806519,0.0,46.503212020135386,1048.70105,10131.96347620228,56.65389523205522
2025-10-06,43215.94346147162,0.0,25.86066664664545,1008.8647166666666,9921.051064834292,263.1217213615091
2025-10-07,43263.44715416923,11.56917978791057,29.53319708783094,1032.0395166666665,9421.330017919609,215.61802866389917
2025-10-08,41433.193909500995,7.359810714856621,32.56591119813191,1027.9773166666664,9429.931451629978,2045.8712733321372
2025-10-09,39407.69420378263,1.7019722453287613,31.708706129065312,1032.9138666666665,8398.387204318546,4071.370979050502
2025-10-10,18684.86612688497,6.121440919722602,38.538570914173135,492.7483333333333,4286.91584307058,24794.199055948164
2025-10-11,20326.356666655494,11.892634944160022,33.835487824392324,572.045,5007.78011543094,23152.708516177638
2025-10-12,41905.75477898885,44.07177998347538,35.544138867937406,1039.8855333333331,8570.498368387896,1573.3104038442834
2025-10-13,41932.76627456679,21.77270028912426,27.929374042729236,1028.2076166666666,8688.429330531846,1546.2989082663407
