total_cost,planned_cost,emergency_kwh,emergency_cost,min_soc,final_soc,initial_soc,adjustment_up_kwh,adjustment_down_kwh,adjustment_abs_kwh,adjustment_net_kwh,adjustment_cost,solve_seconds,solver_native_seconds,solve_wall_seconds,scenario_seconds,nodes,all_optimal,max_gap,mode,date,role,parameter,setting,baseline_reused,day_elapsed_seconds,delta_cost_pct,delta_emergency_kwh,delta_emergency_pct,delta_adjustment_cost
49109.21008550722,41922.338208712521,1962.400365211573,7186.8718767947066,1199.9999999999939,1199.9999999999939,2550.0000000000045,0,0,0,0,0,0.34333962498931214,0.29895129197393544,1.5000478750152979,0.20646120901801623,1,True,0,4-2,2025-09-18,常规日,weight,0.69999999999999996,False,1.8199266660085414,0.083595116270642353,-73.291187078775465,-3.6003090446740735,0
77756.235216970992,71924.608396068477,1107.7227972917094,5831.626820902512,1199.9999999999982,9300.0000000000055,10200.000000000004,0,0,0,0,0,0.60979775001760572,0.5653759159904439,1.7760047079937067,0.20956550000119023,1,True,0,4-2,2025-12-14,高价格波动日,weight,0.69999999999999996,False,2.0971417499822564,-0.15422788461725498,104.87048023469299,10.457220714456469,0
91779.97227128259,54720.988740967296,8588.3080738709159,36988.713438277468,1200,1305.2610048431488,1446.5789930275423,113.24547119849476,250.27117105208484,363.51664225057959,-137.02569985359008,70.270092037817022,1.0059429579996504,0.88298483402468264,5.8289382500515785,0.83775137498741969,4,True,2.8234898483001569e-16,4-3,2025-07-01,高联合风险日,rho,0.75,False,6.2785147499816958,4.0222335839277781,870.24726816535804,11.275465302398628,-143.5277454583829
48264.390943913786,48251.380137738633,12.219731138984201,46.385645623520617,1200,1200.0000000000018,1200,272.23852010827216,1536.4252739727428,1808.6637940810147,-1264.1867538644708,-33.374839448363922,0.97066912401351146,0.86326208300306462,5.6922801670152694,0.83939183401525952,4,True,1.5696769173499825e-16,4-3,2025-09-02,常规日,rho,0.75,False,6.1228004999866243,-0.15193923832057801,4.3309564687628779,54.900243064508402,78.024959087240717
86636.140294722514,56329.316166696743,7267.1906194112062,29893.899204611684,1199.9999999999982,1400.2336134592078,1446.5789930275423,593.59513499752563,769.40468957825169,1362.9998245757774,-175.80955458072614,412.92492341408217,0.94518208299996331,0.84025133398245089,5.7082814160094131,0.83775137498741969,4,True,1.267634105281814e-15,4-3,2025-07-01,高联合风险日,rho,1.25,False,6.1641335420135874,-1.8077190532406497,-450.8701862943517,-5.841754783287624,199.12708591788225
48456.820356648372,48607.80775750817,7.8887746702213235,22.857724606966286,1200,1200.0000000000036,1200,127.19419133448741,1693.0488411578206,1820.243032492308,-1565.8546498233331,-173.84512546675683,1.0017772490391508,0.89494279198697768,5.7279814999783412,0.83939183401525952,4,True,5.6239893875781684e-16,4-3,2025-09-02,常规日,rho,1.25,False,6.1520929999824148,0.24615350291767171,0,0,-62.445326931152195
49068.191473792802,41924.840650354323,2035.6915522903485,7143.3508234384708,1199.9999999999982,1199.9999999999982,2550.0000000000045,0,0,0,0,0,0.43419170897686854,0.38476650000666268,1.6829258750076406,0.22655587500776164,1,True,0,4-2,2025-09-18,常规日,rho,1,True,,0,0,0,0
49068.191473792802,41924.840650354323,2035.6915522903485,7143.3508234384708,1199.9999999999982,1199.9999999999982,2550.0000000000045,0,0,0,0,0,0.43419170897686854,0.38476650000666268,1.6829258750076406,0.22655587500776164,1,True,0,4-2,2025-09-18,常规日,weight,0.5,True,,0,0,0,0
77876.342252243921,72608.417590470461,1002.8523170570164,5267.9246617734643,1200,9676.1587864924113,10200.000000000004,0,0,0,0,0,1.0568543340195902,0.97059008400538005,2.9683175839891192,0.49242829199647531,1,True,0,4-2,2025-12-14,高价格波动日,rho,1,True,,0,0,0,0
77876.342252243921,72608.417590470461,1002.8523170570164,5267.9246617734643,1200,9676.1587864924113,10200.000000000004,0,0,0,0,0,1.0568543340195902,0.97059008400538005,2.9683175839891192,0.49242829199647531,1,True,0,4-2,2025-12-14,高价格波动日,weight,0.5,True,,0,0,0,0
96156.655283288783,54688.507635346832,10086.549585032179,41468.147647941965,1199.9999999999995,1799.9999999999995,1199.9999999999998,0,0,0,0,0,0.69533104199217632,0.64285820798249915,2.094920458010165,0.24589291700976901,1,True,1.1281279868925489e-16,4-2,2025-07-01,高联合风险日,rho,1,True,,0,0,0,0
96156.655283288783,54688.507635346832,10086.549585032179,41468.147647941965,1199.9999999999995,1799.9999999999995,1199.9999999999998,0,0,0,0,0,0.69533104199217632,0.64285820798249915,2.094920458010165,0.24589291700976901,1,True,1.1281279868925489e-16,4-2,2025-07-01,高联合风险日,weight,0.5,True,,0,0,0,0
85077.559564267343,58334.314087704683,6267.9184804991764,26743.245476562661,1200,2700,7200.0000000000036,0,0,0,0,0,0.57363712499500252,0.52085979201365262,1.9143054170126561,0.2292263749986887,1,True,0,4-2,2025-07-06,高运行压力日,rho,1,True,,0,0,0,0
85077.559564267343,58334.314087704683,6267.9184804991764,26743.245476562661,1200,2700,7200.0000000000036,0,0,0,0,0,0.57363712499500252,0.52085979201365262,1.9143054170126561,0.2292263749986887,1,True,0,4-2,2025-07-06,高运行压力日,weight,0.5,True,,0,0,0,0
48337.835082358579,48426.377156287213,7.8887746702213235,22.857724606966286,1200,1200.0000000000018,1200,199.99824486368581,1582.5664335028996,1782.5646783665857,-1382.568188639214,-111.39979853560463,0.93075950097409077,0.82774016697658226,5.6443154999869876,0.8818349159846548,4,True,0,4-3,2025-09-02,常规日,rho,1,True,,0,0,0,0
88231.110897298873,55667.748850605145,7718.0608057055579,32349.564209197524,1200.0000000000018,1364.05258389755,1446.5789930275423,280.65791112446175,419.55171974430812,700.20963086876986,-138.89380861984637,213.79783749619992,0.99093649900169112,0.87510029197437689,6.381919706996996,0.98334858298767358,4,True,6.4373721457361002e-16,4-3,2025-07-01,高联合风险日,rho,1,True,,0,0,0,0
