date,K,M,S,initial_soc,final_soc,cost,emergency_kwh,computational_limited
2025-09-15,2,27,27,7427.0460448568756,7824.45672294019,41021.387928341108,72.440293371025518,False
2025-09-16,2,27,27,7824.45672294019,7458.8343651874775,40682.907359964105,20.061618534151762,False
2025-09-17,2,27,27,7458.8343651874775,8037.5610111212573,41358.823009665844,12.939154375334283,False
2025-09-18,2,27,27,8037.5610111212573,3653.4506409091437,39685.602455249144,170.96249231094998,False
2025-09-19,2,27,27,3653.4506409091437,3932.745856899804,17957.216875807677,8.5025544278298995,False
2025-09-20,2,27,27,3932.745856899804,7863.1507478835911,20984.402276352324,393.43595329454911,False
2025-09-21,2,27,27,7863.1507478835911,7911.4370443720936,42196.964912618583,116.32793819946752,False
2025-09-22,2,27,27,7911.4370443720936,7614.4099268630125,41473.562654007561,64.621847794209017,False
2025-09-23,2,27,27,7614.4099268630125,8010.696600885467,43896.427009451712,277.06000556580608,False
2025-09-24,2,27,27,8010.696600885467,8385.1571907482739,42269.783152583928,37.028569680027658,False
2025-09-25,2,27,27,8385.1571907482739,3940.1634428632246,40677.641908826088,54.313081753719075,False
2025-09-26,2,27,27,3940.1634428632246,4510.7154602764049,18639.3834756293,27.791588125812382,False
2025-09-27,2,27,27,4510.7154602764049,7598.678944008816,21974.663959654165,399.48515722522097,False
2025-09-28,2,27,27,7598.678944008816,8239.5537580624004,44207.106506169475,113.28692084446345,False
2025-09-29,2,27,27,8239.5537580624004,8012.538332968863,44080.155100701559,66.78048737141637,False
2025-09-30,2,27,27,8012.538332968863,8034.6794759884588,44555.453082869972,77.220656093974526,False
2025-10-01,2,27,27,8034.6794759884588,9865.0772606275059,44443.856824725677,0,False
2025-10-02,2,27,27,9865.0772606275059,6428.4464540190966,40777.66701215053,24.826567591823732,False
2025-10-03,2,27,27,6428.4464540190966,6412.2498407523253,17191.497402638299,0,False
2025-10-04,2,27,27,6412.2498407523253,9945.475273637996,19296.904137015677,15.238495807489983,False
2025-10-05,2,27,27,9945.475273637996,9553.838769352149,40819.515812433659,15.969628917327896,False
2025-10-06,2,27,27,9553.838769352149,9226.2654511693654,40613.779443864674,0,False
2025-10-07,2,27,27,9226.2654511693654,9477.9960977387254,40502.435044309175,0,False
2025-10-08,2,27,27,9477.9960977387254,8246.0064892509326,38775.141347398028,56.10545049622209,False
2025-10-09,2,27,27,8246.0064892509326,4393.2817446148874,37622.188944029076,82.229075958459475,False
2025-10-10,2,27,27,4393.2817446148874,4758.8694947133345,16245.040616616023,8.0072201313890332,False
2025-10-11,2,27,27,4758.8694947133345,8120.2343380412512,17749.925633949926,0.93504075141675003,False
2025-10-12,2,27,27,8120.2343380412512,7946.045458523522,39331.544329539698,128.13726987530069,False
2025-10-13,2,27,27,7946.045458523522,7964.5947714318208,38936.016997731014,2.0114494825721074,False
2025-10-14,2,27,27,7964.5947714318208,7855.9051444653414,49647.717490773721,1749.068894423538,False
2025-10-15,2,27,27,7855.9051444653414,8087.0730858890665,56885.150805569923,2763.1971627208941,False
2025-10-16,2,27,27,8087.0730858890665,4953.9674109672642,57961.59467254435,3373.1684656127081,False
2025-10-17,3,26,26,4953.9674109672642,5296.1658099509295,16761.457183753773,18.222639300527021,False
