date,execution_budget,K,M,S,selected,status,reliable,objective_yuan,lower_bound_yuan,gap,seconds,continuous_before,binary_before,constraints_before,continuous_after,binary_after,constraints_after,solver,version,audit_file
2025-02-27,original,2,27,27,True,certified_by_feasible_policy_and_global_lp_lower_bound,True,60629.913700370249,60057.608850834382,0.0095292646591592714,3.6447577080016345,101952,54432,217728,94681,46918,191834,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-02-27.json
2025-02-27,original,3,26,26,False,certified_by_feasible_policy_and_global_lp_lower_bound,True,78161.963756611993,77442.66159287034,0.0092881901131336483,5.49232987600044,147312,78624,314496,135614,66692,273124,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-02-27.json
2025-02-28,original,1,28,28,False,certified_by_feasible_policy_and_global_lp_lower_bound,True,15432.84996646889,15334.021741496055,0.0064450296627264585,1.7574660000009317,52848,28224,112896,47756,22850,94553,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-02-28.json
2025-02-28,original,2,27,27,True,certified_by_feasible_policy_and_global_lp_lower_bound,True,32931.162191239178,32718.734411589587,0.0064925426814292,3.1719883329988079,101952,54432,217728,92161,44367,182954,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-02-28.json
2025-02-28,original,3,26,26,False,certified_by_feasible_policy_and_global_lp_lower_bound,True,77170.594637429545,76806.448404158189,0.0047410893334789575,7.4538335409997671,147312,78624,314496,135402,66450,272324,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-02-28.json
2025-03-01,original,1,28,28,False,certified_by_feasible_policy_and_global_lp_lower_bound,True,15254.107289143916,15128.305089410276,0.0083156836797071733,1.6927619159996539,52848,28224,112896,47752,22848,94542,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-01.json
2025-03-01,original,2,27,27,True,certified_by_feasible_policy_and_global_lp_lower_bound,True,59971.177938322544,59387.827533166303,0.0098227268008828535,3.4965097089989285,101952,54432,217728,94437,46647,190926,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-01.json
2025-03-01,original,3,26,26,False,certified_by_feasible_policy_and_global_lp_lower_bound,True,103861.17123874793,103271.53204979416,0.0057096004799219247,8.5163405000002967,147312,78624,314496,137470,68522,279568,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-01.json
2025-03-02,original,1,28,28,False,certified_by_feasible_policy_and_global_lp_lower_bound,True,42125.174736646943,41732.768512845083,0.0094028323014582523,1.74822920799852,52848,28224,112896,50268,25392,103404,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-02.json
2025-03-02,original,2,27,27,True,certified_by_feasible_policy_and_global_lp_lower_bound,True,86941.571765456203,86097.69893216643,0.0098013401491093676,4.0017710419997456,101952,54432,217728,96869,49106,199492,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-02.json
2025-03-02,original,3,26,26,False,certified_by_feasible_policy_and_global_lp_lower_bound,True,131593.31315987563,130294.80645424042,0.0099659130012311643,6.8412273750000168,147312,78624,314496,139918,70996,288188,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-02.json
2025-03-03,original,1,28,28,False,certified_by_feasible_policy_and_global_lp_lower_bound,True,42956.507773021178,42533.226609152465,0.0099517764725055996,2.7797686670000985,52848,28224,112896,50440,25536,103950,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-03.json
2025-03-03,original,2,27,27,True,certified_by_feasible_policy_and_global_lp_lower_bound,True,88564.996074617957,87688.665053915742,0.00999366360707395,4.4683996669991757,101952,54432,217728,97253,49463,200782,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-03.json
2025-03-03,original,3,26,26,False,certified_by_feasible_policy_and_global_lp_lower_bound,True,133954.01165201285,132644.9511954271,0.0098689052601564804,6.6958828340011678,147312,78624,314496,140534,71586,290292,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-03.json
2025-03-04,original,1,28,28,False,gaplimit,True,44093.665655181729,43742.384773962352,0.0080306751228724979,94.127567999999997,52848,28224,112896,50584,25680,104454,SCIP,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-04.json
2025-03-04,original,2,27,27,False,timelimit,False,90980.63393249904,89996.576563533192,0.010934386690488745,120.081419,101952,54432,217728,97657,49867,202196,SCIP,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-04.json
2025-03-04,original,3,26,26,True,certified_by_feasible_policy_and_global_lp_lower_bound,True,137009.66799677018,135654.23900920962,0.0099917923498766617,10.637645666998651,147312,78624,314496,141062,72114,292140,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-04.json
2025-03-05,original,1,28,28,False,gaplimit,True,44106.698352673891,43760.113890081171,0.0079200996474389513,78.448220000000006,52848,28224,112896,50696,25820,104902,SCIP,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-05.json
2025-03-05,original,2,27,27,False,timelimit,False,91585.869326251559,90547.747162926738,0.011464914322571488,120.060385,101952,54432,217728,97861,50098,202964,SCIP,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-05.json
2025-03-05,original,3,26,26,True,certified_by_feasible_policy_and_global_lp_lower_bound,True,108528.06726514806,107453.58169371013,0.0099995323980979819,16.839563292000093,147312,78624,314496,138706,69784,283946,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-05.json
2025-03-06,original,1,28,28,False,timelimit,False,43930.795998407993,43455.813178025084,0.010930248122087854,120.005668,52848,28224,112896,50732,25856,105028,SCIP,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-06.json
2025-03-06,original,2,27,27,True,certified_by_feasible_policy_and_global_lp_lower_bound,True,61330.822690293309,60724.066497722415,0.0099920217397438602,5.5978539160005312,101952,54432,217728,95081,47318,193234,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-06.json
2025-03-06,original,3,26,26,False,certified_by_feasible_policy_and_global_lp_lower_bound,True,78034.154147652633,77263.363488365605,0.0099761468370852657,6.1430844580008852,147312,78624,314496,135926,67004,274216,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-06.json
2025-03-07,original,1,28,28,False,certified_by_feasible_policy_and_global_lp_lower_bound,True,15266.022622495921,15132.891689550061,0.008797454952895278,2.0138055419993179,52848,28224,112896,47780,22904,94696,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-07.json
2025-03-07,original,2,27,27,True,certified_by_feasible_policy_and_global_lp_lower_bound,True,31809.806904251054,31587.161676174928,0.0070485987426992941,3.5543520419996639,101952,54432,217728,92109,44346,182832,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-07.json
2025-03-07,original,3,26,26,False,certified_by_feasible_policy_and_global_lp_lower_bound,True,77891.008117940117,77120.02908238463,0.0099971310271664577,9.2581615830004012,147312,78624,314496,135966,67044,274356,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-07.json
2025-03-08,original,1,28,28,False,certified_by_feasible_policy_and_global_lp_lower_bound,True,14873.650767422925,14744.471995605971,0.0087611663446104555,1.6565219580006669,52848,28224,112896,47704,22800,94374,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-08.json
2025-03-08,original,2,27,27,True,timelimit,True,60518.216394787516,59920.381788626641,0.0099771494826214387,120.05349,101952,54432,217728,94989,47199,192858,SCIP,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-08.json
2025-03-08,original,3,26,26,False,timelimit,False,106129.26741074394,104939.69453746981,0.01133577602371786,120.057801,147312,78624,314496,138542,69594,283320,SCIP,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-08.json
2025-03-09,original,1,28,28,True,gaplimit,True,41897.343361307619,41556.83040546874,0.0081939106644203907,92.236473000000004,52848,28224,112896,50660,25784,104776,SCIP,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-09.json
2025-03-09,original,2,27,27,False,timelimit,False,87009.19082213442,85974.226448591668,0.012038077180742185,120.196308,101952,54432,217728,97633,49870,202166,SCIP,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-09.json
2025-03-09,original,3,26,26,False,timelimit,False,131764.76713503775,130146.79294830048,0.012431917453240581,120.11752,147312,78624,314496,140970,72048,291870,SCIP,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-09.json
2025-03-10,original,1,28,28,True,gaplimit,True,44723.507884817605,44376.795408671598,0.0078129227888829641,42.465266999999997,52848,28224,112896,50512,25580,104118,SCIP,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-10.json
2025-03-10,original,2,27,27,False,timelimit,False,89056.135019129099,87931.54049748648,0.012789432725504967,120.022311,101952,54432,217728,97373,49556,201121,SCIP,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-10.json
2025-03-10,original,3,26,26,False,timelimit,False,133175.72197223766,131471.09635666781,0.012965782311158134,120.03574500000001,147312,78624,314496,140614,71640,290494,SCIP,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-10.json
2025-03-11,original,1,28,28,True,gaplimit,True,44544.738437743115,44223.149124247611,0.0072719677332787726,46.463047000000003,52848,28224,112896,50452,25520,103908,SCIP,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-11.json
2025-03-11,original,2,27,27,False,timelimit,False,88738.213174372751,87663.62790711908,0.012258051519293843,120.003963,101952,54432,217728,97289,49472,200827,SCIP,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-11.json
2025-03-11,original,3,26,26,False,timelimit,False,132894.69699695389,131180.71197874859,0.013065831038353966,120.038206,147312,78624,314496,140530,71556,290200,SCIP,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-11.json
2025-03-12,original,1,28,28,True,gaplimit,True,44154.413765048004,43845.398972034061,0.0070478271439847525,58.307174000000003,52848,28224,112896,50332,25400,103488,SCIP,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-12.json
2025-03-12,original,2,27,27,False,timelimit,False,88154.353383433554,87123.100344641745,0.011836734858061474,120.004468,101952,54432,217728,97093,49276,200141,SCIP,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-12.json
2025-03-12,original,3,26,26,False,timelimit,False,104032.9728620794,102901.31599968293,0.010997496498489459,120.035934,147312,78624,314496,137638,68648,280054,SCIP,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-12.json
2025-03-13,original,1,28,28,False,gaplimit,True,43791.061769053566,43477.570237465159,0.007210419760722204,46.854396000000001,52848,28224,112896,50128,25252,102858,SCIP,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-13.json
2025-03-13,original,2,27,27,True,certified_by_feasible_policy_and_global_lp_lower_bound,True,59898.620117177335,59306.549498372624,0.0099832248514299081,2.8674467499986349,101952,54432,217728,94159,46378,189926,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-13.json
2025-03-13,original,3,26,26,False,certified_by_feasible_policy_and_global_lp_lower_bound,True,76012.39082804363,75268.622434535806,0.0098815199408586185,3.0228449999995064,147312,78624,314496,134746,65786,269977,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-13.json
2025-03-14,original,1,28,28,False,certified_by_feasible_policy_and_global_lp_lower_bound,True,14783.960719040138,14716.939630052795,0.0045540099145669252,0.9582647920033196,52848,28224,112896,47424,22508,93376,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-14.json
2025-03-14,original,2,27,27,True,certified_by_feasible_policy_and_global_lp_lower_bound,True,30760.1902837163,30637.835602190036,0.0039935811104592966,1.7646339170023566,101952,54432,217728,91449,43635,180432,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-14.json
2025-03-14,original,3,26,26,False,certified_by_feasible_policy_and_global_lp_lower_bound,True,74328.522623971759,73594.609026192818,0.0099723825901124937,4.3492043750011362,147312,78624,314496,134842,65870,270334,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-14.json
2025-03-15,original,1,28,28,True,certified_by_feasible_policy_and_global_lp_lower_bound,True,14574.175138801205,14495.568465415401,0.0054228072236939071,1.0057722080018721,52848,28224,112896,47380,22464,93222,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-15.json
2025-03-15,original,2,27,27,False,timelimit,False,57710.541098317342,57026.435580764803,0.011996287521489258,120.026517,101952,54432,217728,94101,46299,189732,SCIP,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-15.json
2025-03-15,original,3,26,26,False,timelimit,False,101133.69282843239,99849.564205315954,0.012860633226960792,120.04223500000001,147312,78624,314496,137250,68290,278780,SCIP,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-15.json
2025-03-16,original,1,28,28,True,gaplimit,True,43487.313631407022,43141.593988484725,0.0080136038324076665,42.777000999999998,52848,28224,112896,50180,25304,103040,SCIP,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-16.json
2025-03-16,original,2,27,27,False,timelimit,False,87024.802176464946,85923.638053422226,0.012815613351451446,120.008105,101952,54432,217728,96855,49092,199389,SCIP,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-16.json
2025-03-16,original,3,26,26,False,timelimit,False,130396.34677654458,128728.95884390311,0.012952702698880304,120.031539,147312,78624,314496,139978,71056,288346,SCIP,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-16.json
2025-03-17,original,1,28,28,True,gaplimit,True,43651.383613820362,43260.390942043116,0.0090381215532949807,47.416307000000003,52848,28224,112896,50220,25288,103096,SCIP,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-17.json
2025-03-17,original,2,27,27,False,timelimit,False,86857.688875899184,85845.981861393957,0.011785141162911029,120.006677,101952,54432,217728,96865,49048,199343,SCIP,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-17.json
2025-03-17,original,3,26,26,False,timelimit,False,130300.28925584433,128704.99500361395,0.012394967671500112,120.04570699999999,147312,78624,314496,139946,70972,288156,SCIP,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-17.json
2025-03-18,original,1,28,28,True,gaplimit,True,42597.774375662484,42225.594359836774,0.0088140858990421282,29.286678999999999,52848,28224,112896,50000,25068,102326,SCIP,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-18.json
2025-03-18,original,2,27,27,False,timelimit,False,85367.497115726612,84353.674608298083,0.012018711836043678,120.005861,101952,54432,217728,96505,48688,198083,SCIP,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-18.json
2025-03-18,original,3,26,26,False,timelimit,False,128270.42665813811,126746.6520690919,0.012022207799347418,120.07771,147312,78624,314496,139502,70528,286602,SCIP,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-18.json
2025-03-19,original,1,28,28,True,certified_by_feasible_policy_and_global_lp_lower_bound,True,42646.396946416695,42224.165914570382,0.0099997483123903021,1.8382598749994941,52848,28224,112896,50008,25076,102354,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-19.json
2025-03-19,original,2,27,27,False,timelimit,False,85315.316258284744,84315.846312447931,0.011853880255593852,120.004182,101952,54432,217728,96513,48696,198111,SCIP,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-19.json
2025-03-19,original,3,26,26,False,timelimit,False,101034.98733229388,99947.228721755368,0.01088332937741316,120.04723,147312,78624,314496,136990,67952,277714,SCIP,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-19.json
2025-03-20,original,1,28,28,False,certified_by_feasible_policy_and_global_lp_lower_bound,True,42238.154082604764,41820.033194474563,0.0099981003407105095,2.1723242070038395,52848,28224,112896,49964,25032,102200,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-20.json
2025-03-20,original,2,27,27,True,certified_by_feasible_policy_and_global_lp_lower_bound,True,57898.499724982299,57327.549627281936,0.0099594366305977601,3.8068208330005291,101952,54432,217728,93849,45954,188670,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-20.json
2025-03-20,original,3,26,26,False,certified_by_feasible_policy_and_global_lp_lower_bound,True,73668.025395133562,72939.039899693875,0.0099944487402383059,4.9899802500003716,147312,78624,314496,134350,65218,268333,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-20.json
2025-03-21,original,1,28,28,False,certified_by_feasible_policy_and_global_lp_lower_bound,True,14368.785987461784,14260.401614313652,0.0076003731226856122,1.1246932510002807,52848,28224,112896,47332,22356,92964,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-21.json
2025-03-21,original,2,27,27,False,certified_by_feasible_policy_and_global_lp_lower_bound,True,30074.33575579309,29876.380442626782,0.0066258131083332863,2.4487285420000262,101952,54432,217728,91285,43339,179660,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-21.json
2025-03-21,original,3,26,26,True,certified_by_feasible_policy_and_global_lp_lower_bound,True,71357.572030752825,70651.240480982349,0.0099974401717773526,5.7301191660008044,147312,78624,314496,134170,65074,267796,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-21.json
2025-03-22,original,1,28,28,True,certified_by_feasible_policy_and_global_lp_lower_bound,True,14414.116516374686,14315.795227248622,0.00686802846543378,1.3680147500017483,52848,28224,112896,47260,22246,92655,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-22.json
2025-03-22,original,2,27,27,False,timelimit,False,55185.560431307633,54561.612050548763,0.011435666163617209,120.03458999999999,101952,54432,217728,93565,45677,187727,SCIP,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-22.json
2025-03-22,original,3,26,26,False,timelimit,False,95872.038652851683,94747.96886960142,0.011863787653298236,120.048383,147312,78624,314496,136326,67282,275420,SCIP,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-22.json
2025-03-23,original,1,28,28,True,gaplimit,True,40685.439024809355,40436.641789670561,0.0061527669986271953,54.671835000000002,52848,28224,112896,49744,24812,101430,SCIP,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-23.json
2025-03-23,original,2,27,27,False,timelimit,False,81407.141051225728,80471.96722095224,0.011621113072901243,120.003415,101952,54432,217728,95945,48128,196123,SCIP,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-23.json
2025-03-23,original,3,26,26,False,timelimit,False,122320.2279148402,120900.5401528276,0.011742608926461442,120.03506299999999,147312,78624,314496,138682,69708,283732,SCIP,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-23.json
2025-03-24,original,1,28,28,True,gaplimit,True,40601.310044502963,40366.278654732676,0.0058224685951508027,40.737398999999996,52848,28224,112896,49660,24728,101136,SCIP,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-24.json
2025-03-24,original,2,27,27,False,timelimit,False,81227.301544572838,80267.869766729971,0.01195287455156234,120.00447699999999,101952,54432,217728,95885,48068,195913,SCIP,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-24.json
2025-03-24,original,3,26,26,False,timelimit,False,121781.76241637817,120325.94044701697,0.012098986834864968,120.050057,147312,78624,314496,138590,69616,283410,SCIP,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-24.json
2025-03-25,original,1,28,28,True,gaplimit,True,40518.146762847427,40279.998973645277,0.005912308720711924,43.379710000000003,52848,28224,112896,49728,24796,101374,SCIP,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-25.json
2025-03-25,original,2,27,27,False,timelimit,False,80839.125363462983,79869.40693884957,0.012141299926714852,120.003591,101952,54432,217728,95953,48136,196151,SCIP,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-25.json
2025-03-25,original,3,26,26,False,timelimit,False,121181.1733154987,119719.51753774153,0.012209001571497196,120.04169400000001,147312,78624,314496,138682,69708,283732,SCIP,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-25.json
2025-03-26,original,1,28,28,True,certified_by_feasible_policy_and_global_lp_lower_bound,True,40546.259074963331,40146.018271102657,0.0099696264062324041,1.403592168000614,52848,28224,112896,49752,24820,101458,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-26.json
2025-03-26,original,2,27,27,False,timelimit,False,80937.051827740506,79981.784342501182,0.0119435630636676,120.007543,101952,54432,217728,96017,48200,196375,SCIP,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-26.json
2025-03-26,original,3,26,26,False,timelimit,False,96054.967750770156,95060.073641305804,0.010465951385840793,120.115576,147312,78624,314496,136266,67182,275111,SCIP,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-26.json
2025-03-27,original,1,28,28,False,certified_by_feasible_policy_and_global_lp_lower_bound,True,40090.994389850202,39694.109055750043,0.0099985953467991284,1.3061202920034702,52848,28224,112896,49676,24744,101192,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-27.json
2025-03-27,original,2,27,27,False,certified_by_feasible_policy_and_global_lp_lower_bound,True,55275.954678076763,54731.400259522714,0.0099495795096033995,2.4143562079952972,101952,54432,217728,93401,45452,187021,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-27.json
2025-03-27,original,3,26,26,True,certified_by_feasible_policy_and_global_lp_lower_bound,True,70249.921668554089,69557.321517103599,0.0099572573575908135,3.2776518330028921,147312,78624,314496,133762,64484,266056,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-27.json
2025-03-28,original,1,28,28,False,certified_by_feasible_policy_and_global_lp_lower_bound,True,14050.859641631867,13983.217152962845,0.0048374052930079472,0.85442187499938882,52848,28224,112896,47112,22056,92074,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-28.json
2025-03-28,original,2,27,27,False,certified_by_feasible_policy_and_global_lp_lower_bound,True,29021.732317497619,28888.75966892219,0.0046029199626205384,1.702173916000902,101952,54432,217728,90949,42827,178220,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-28.json
2025-03-28,original,3,26,26,True,certified_by_feasible_policy_and_global_lp_lower_bound,True,68499.185019971395,67821.03212405993,0.0099991532814034962,5.0484651249971648,147312,78624,314496,133674,64420,265823,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-28.json
2025-03-29,original,1,28,28,False,certified_by_feasible_policy_and_global_lp_lower_bound,True,13711.954648055691,13639.798024950796,0.0052901533419264027,0.98106937499687774,52848,28224,112896,47144,22004,92060,SCIP_native_MILP_presolve_and_HiGHS_bound,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-29.json
2025-03-29,original,2,27,27,True,gaplimit,True,52952.882593874841,52537.497724609268,0.0079064456294233049,114.83287799999999,101952,54432,217728,93265,45251,186488,SCIP,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-29.json
2025-03-29,original,3,26,26,False,timelimit,False,91837.116315696636,90679.866353705977,0.012761928402901357,120.038162,147312,78624,314496,135826,66664,273493,SCIP,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-29.json
2025-03-30,original,1,28,28,True,gaplimit,True,35620.256921795131,35372.800033900836,0.0069956827748195224,37.854655000000001,52848,28224,112896,49432,24556,100478,SCIP,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-30.json
2025-03-30,original,2,27,27,False,timelimit,False,73917.562194650047,73010.779381943881,0.012419848416662977,120.02619799999999,101952,54432,217728,95329,47566,194102,SCIP,10.0.2,outputs/q2/dispatch_runs/20260911_224501/processed/main/daily_audit/2025-03-30.json
