origin,history_days,first_half_mean_kw,second_half_mean_kw,first_half_std_kw,second_half_std_kw,innovation_ljung_box_p_lag_6,innovation_ljung_box_p_lag_144,use
2025-01-15,14,-0.56065806731546564,0.56065806733531298,158.56103581390011,154.15410283882073,1.2191880774260207e-27,1.4236361242746684e-98,posthoc_diagnostic_only_does_not_change_orders_or_forecasts
2025-01-16,15,-1.0035633954913743,1.0035633955126497,158.68614777612038,151.32715621120181,8.919838372292609e-32,9.4799464484524637e-111,posthoc_diagnostic_only_does_not_change_orders_or_forecasts
2025-01-17,16,3.2769743104041518,-3.2769743103957611,160.04821719206683,150.22905178331715,1.5713588402289002e-34,1.0448295931112473e-111,posthoc_diagnostic_only_does_not_change_orders_or_forecasts
2025-01-18,17,6.2130864458629329,-6.213086445860398,160.16915520104001,148.92214166948119,4.2355669324789112e-35,1.9839089655084123e-107,posthoc_diagnostic_only_does_not_change_orders_or_forecasts
2025-01-19,18,0.82483206866651537,-0.82483206866893821,162.71976091681935,144.78623294243633,6.47469964730924e-37,1.7300316743706673e-113,posthoc_diagnostic_only_does_not_change_orders_or_forecasts
2025-01-20,19,0.73212493775276155,-0.73212493775142951,159.86732468315654,147.52856931100928,3.4127063865520474e-39,2.8895758341952859e-128,posthoc_diagnostic_only_does_not_change_orders_or_forecasts
2025-01-21,20,-2.341345757080286,2.3413457570842722,161.93365590700901,142.10276503374917,7.3260840134078377e-41,5.3350226250331314e-132,posthoc_diagnostic_only_does_not_change_orders_or_forecasts
2025-01-22,21,1.5173984064477801,-1.5173984064480177,162.14893205081572,165.86631678567821,5.835463618642628e-42,4.7423818769599963e-127,posthoc_diagnostic_only_does_not_change_orders_or_forecasts
2025-01-23,22,-0.89084163181471787,0.89084163181052467,160.58688963541803,170.47811587831688,1.1476193925073749e-44,3.1560881188586583e-134,posthoc_diagnostic_only_does_not_change_orders_or_forecasts
2025-01-24,23,-6.6497565861216072,6.6497565861186896,161.90176045713909,172.4329097668149,8.7695999451439314e-47,1.0076538893233252e-140,posthoc_diagnostic_only_does_not_change_orders_or_forecasts
2025-01-25,24,-6.4801318623637281,6.4801318623643738,160.65890226383701,175.73675921637644,3.6402657535709811e-49,1.1634722528961712e-137,posthoc_diagnostic_only_does_not_change_orders_or_forecasts
2025-01-26,25,-2.0499353697549849,2.049935369760342,161.38086275121901,182.01941655223641,2.2214675693960623e-48,3.056886154531289e-131,posthoc_diagnostic_only_does_not_change_orders_or_forecasts
2025-01-27,26,-0.54653667482237778,0.54653667482357882,161.03263464417492,186.96068514181295,2.2490244741646948e-49,4.9583745024368449e-132,posthoc_diagnostic_only_does_not_change_orders_or_forecasts
2025-01-28,27,0.80310884961451445,-0.80310884961466089,160.26685322044145,187.79302398278409,5.6939453326945444e-51,6.7780586373325192e-125,posthoc_diagnostic_only_does_not_change_orders_or_forecasts
2025-01-29,28,0.64114004551741133,-0.64114004551792159,158.59417585272334,187.43355451082903,5.2986689025900316e-52,4.0553111148267056e-131,posthoc_diagnostic_only_does_not_change_orders_or_forecasts
2025-01-30,28,0.57257181263103951,-0.57257181263222101,158.16380506312797,193.68749119008845,5.8900164587957836e-52,1.9736888128574356e-131,posthoc_diagnostic_only_does_not_change_orders_or_forecasts
2025-01-31,28,0.024060093950429254,-0.024060093950080075,160.32451119894898,194.99669748583554,8.5729253668135649e-51,2.1255989505639979e-125,posthoc_diagnostic_only_does_not_change_orders_or_forecasts
2025-02-01,28,0.27348336858776767,-0.27348336858759892,159.04607521186313,196.3182305473438,7.264969665706701e-51,5.5105356685647263e-123,posthoc_diagnostic_only_does_not_change_orders_or_forecasts
2025-02-02,28,0.16230695705083267,-0.16230695705037432,154.93031782103512,194.26711136310743,5.8249615595060738e-51,7.8292354753246216e-129,posthoc_diagnostic_only_does_not_change_orders_or_forecasts
2025-02-03,28,-1.4764264499799127,1.4764264499804338,155.4585564721628,191.63170022361038,1.2956874016180463e-51,2.0459515086326424e-123,posthoc_diagnostic_only_does_not_change_orders_or_forecasts
